parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate
r17860_kE4	r17860_kE4	log10	0.01	100	1.00825113795438	1
r17860_kE3	r17860_kE3	log10	0.01	100	1.0055733983452	1
r17860_kE2	r17860_kE2	log10	0.01	100	1.00065460278146	1
r17860_kE1	r17860_kE1	log10	0.01	100	1.00950358275318	1
r17861_kE13	r17861_kE13	log10	0.01	100	0.242445048346645	1
r17861_kE12	r17861_kE12	log10	0.01	100	1.00251645656192	1
r17861_kE11	r17861_kE11	log10	0.01	100	1.40333006679574	1
r17861_kE10	r17861_kE10	log10	0.01	100	0.696606272574361	1
r17861_kE17	r17861_kE17	log10	0.01	100	1.00614900153566	1
r17861_kE16	r17861_kE16	log10	0.01	100	3.6296002120626	1
r17861_kE15	r17861_kE15	log10	0.01	100	0.883806934683468	1
r17861_kE14	r17861_kE14	log10	0.01	100	1.53810122679138	1
r17861_kE9	r17861_kE9	log10	0.01	100	0.637803151070685	1
r17861_kE8	r17861_kE8	log10	0.01	100	0.749043212189342	1
r17861_kE7	r17861_kE7	log10	0.01	100	0.996379296381768	1
r17861_kE6	r17861_kE6	log10	0.01	100	0.252508163778906	1
r17861_kE5	r17861_kE5	log10	0.01	100	1.64291040193186	1
r17861_kE4	r17861_kE4	log10	0.01	100	0.442196274859783	1
r17861_kE3	r17861_kE3	log10	0.01	100	1.02382747591569	1
r17861_kE2	r17861_kE2	log10	0.01	100	0.979043018328589	1
r17861_kE1	r17861_kE1	log10	0.01	100	1.07015824816616	1
r17862_kE13	r17862_kE13	log10	0.01	100	0.992021722332071	1
r17862_kE12	r17862_kE12	log10	0.01	100	1.00804244250738	1
r17862_kE11	r17862_kE11	log10	0.01	100	0.994457492258276	1
r17862_kE10	r17862_kE10	log10	0.01	100	0.994457492258276	1
r17862_kE16	r17862_kE16	log10	0.01	100	1.00321514948484	1
r17862_kE15	r17862_kE15	log10	0.01	100	1.00065460278146	1
r17862_kE14	r17862_kE14	log10	0.01	100	0.993317559472015	1
r17862_kE9	r17862_kE9	log10	0.01	100	0.987147861701924	1
r17862_kE8	r17862_kE8	log10	0.01	100	1.00065460278146	1
r17862_kE7	r17862_kE7	log10	0.01	100	0.990585885067131	1
r17862_kE6	r17862_kE6	log10	0.01	100	1.00825113795438	1
r17862_kE5	r17862_kE5	log10	0.01	100	1.00065460278146	1
r17862_kE4	r17862_kE4	log10	0.01	100	1.00195258442771	1
r17862_kE3	r17862_kE3	log10	0.01	100	1.00195258442771	1
r17862_kE2	r17862_kE2	log10	0.01	100	1.00672739595134	1
r17862_kE1	r17862_kE1	log10	0.01	100	0.991816386172276	1
r17863_kE13	r17863_kE13	log10	0.01	100	0.993309640064613	1
r17863_kE12	r17863_kE12	log10	0.01	100	0.987147336720273	1
r17863_kE11	r17863_kE11	log10	0.01	100	0.991810431550292	1
r17863_kE10	r17863_kE10	log10	0.01	100	1.00194953730755	1
r17863_kE16	r17863_kE16	log10	0.01	100	1.00950283054114	1
r17863_kE15	r17863_kE15	log10	0.01	100	0.992855889360694	1
r17863_kE14	r17863_kE14	log10	0.01	100	0.987147645331639	1
r17863_kE9	r17863_kE9	log10	0.01	100	1.00816339621436	1
r17863_kE8	r17863_kE8	log10	0.01	100	0.990578602860735	1
r17863_kE7	r17863_kE7	log10	0.01	100	1.00950176642675	1
r17863_kE6	r17863_kE6	log10	0.01	100	1.00321349357337	1
r17863_kE5	r17863_kE5	log10	0.01	100	1.01299759731823	1
r17863_kE4	r17863_kE4	log10	0.01	100	1.00826053069618	1
r17863_kE3	r17863_kE3	log10	0.01	100	1.00950809006324	1
r17863_kE2	r17863_kE2	log10	0.01	100	1.00199759899261	1
r17863_kE1	r17863_kE1	log10	0.01	100	0.994461882020404	1
r17864_kE13	r17864_kE13	log10	0.01	100	0.999323233726236	1
r17864_kE12	r17864_kE12	log10	0.01	100	0.922099591167485	1
r17864_kE11	r17864_kE11	log10	0.01	100	4.19286488094778	1
r17864_kE10	r17864_kE10	log10	0.01	100	1.04389400377194	1
r17864_kE16	r17864_kE16	log10	0.01	100	1.13610133116305	1
r17864_kE15	r17864_kE15	log10	0.01	100	1.1160761142613	1
r17864_kE14	r17864_kE14	log10	0.01	100	0.995409083292522	1
r17864_kE9	r17864_kE9	log10	0.01	100	0.978602791374159	1
r17864_kE8	r17864_kE8	log10	0.01	100	1.00133554879922	1
r17864_kE7	r17864_kE7	log10	0.01	100	0.432583184627363	1
r17864_kE6	r17864_kE6	log10	0.01	100	1.00438853430538	1
r17864_kE5	r17864_kE5	log10	0.01	100	0.924976089302117	1
r17864_kE4	r17864_kE4	log10	0.01	100	9.15322913672795	1
r17864_kE3	r17864_kE3	log10	0.01	100	0.959823535705928	1
r17864_kE2	r17864_kE2	log10	0.01	100	0.657628922888981	1
r17864_kE1	r17864_kE1	log10	0.01	100	1.03281858494147	1
r17865_kE13	r17865_kE13	log10	0.01	100	0.715634345639213	1
r17865_kE12	r17865_kE12	log10	0.01	100	0.956604074357629	1
r17865_kE11	r17865_kE11	log10	0.01	100	0.9751067392221	1
r17865_kE10	r17865_kE10	log10	0.01	100	0.720377368952411	1
r17865_kE16	r17865_kE16	log10	0.01	100	1.5790550915302	1
r17865_kE15	r17865_kE15	log10	0.01	100	5.1063380655087	1
r17865_kE14	r17865_kE14	log10	0.01	100	1.11475939902815	1
r17865_kE9	r17865_kE9	log10	0.01	100	3.46188637503507	1
r17865_kE8	r17865_kE8	log10	0.01	100	0.994182065836921	1
r17865_kE7	r17865_kE7	log10	0.01	100	0.811695773071685	1
r17865_kE6	r17865_kE6	log10	0.01	100	1.02652621627478	1
r17865_kE5	r17865_kE5	log10	0.01	100	0.999344168104434	1
r17865_kE4	r17865_kE4	log10	0.01	100	1.32043759778015	1
r17865_kE3	r17865_kE3	log10	0.01	100	0.909561485847061	1
r17865_kE2	r17865_kE2	log10	0.01	100	1.33699861839704	1
r17865_kE1	r17865_kE1	log10	0.01	100	0.914091655447746	1
r17866_kE13	r17866_kE13	log10	0.01	100	0.991761524638953	1
r17866_kE12	r17866_kE12	log10	0.01	100	1.0062318236172	1
r17866_kE11	r17866_kE11	log10	0.01	100	0.898983533946326	1
r17866_kE10	r17866_kE10	log10	0.01	100	0.996644501434682	1
r17866_kE16	r17866_kE16	log10	0.01	100	0.994396242171055	1
r17866_kE15	r17866_kE15	log10	0.01	100	1.00431148214703	1
r17866_kE14	r17866_kE14	log10	0.01	100	1.00680427473929	1
r17866_kE9	r17866_kE9	log10	0.01	100	0.984939718789041	1
r17866_kE8	r17866_kE8	log10	0.01	100	0.997897828884874	1
r17866_kE7	r17866_kE7	log10	0.01	100	0.998388138346797	1
r17866_kE6	r17866_kE6	log10	0.01	100	0.996119951703556	1
r17866_kE5	r17866_kE5	log10	0.01	100	1.00893502283439	1
r17866_kE4	r17866_kE4	log10	0.01	100	0.991605415566388	1
r17866_kE3	r17866_kE3	log10	0.01	100	0.928311048257716	1
r17866_kE2	r17866_kE2	log10	0.01	100	0.996548174032937	1
r17866_kE1	r17866_kE1	log10	0.01	100	1.00626207360605	1
r17867_kE13	r17867_kE13	log10	0.01	100	0.40121806451665	1
r17867_kE12	r17867_kE12	log10	0.01	100	1.0234647942404	1
r17867_kE11	r17867_kE11	log10	0.01	100	1.54612695255771	1
r17867_kE10	r17867_kE10	log10	0.01	100	0.8207473016717	1
r17867_kE16	r17867_kE16	log10	0.01	100	0.830865422778312	1
r17867_kE15	r17867_kE15	log10	0.01	100	0.544849978798994	1
r17867_kE14	r17867_kE14	log10	0.01	100	0.178844863805892	1
r17867_kE9	r17867_kE9	log10	0.01	100	2.96280556550399	1
r17867_kE8	r17867_kE8	log10	0.01	100	0.655344905837511	1
r17867_kE7	r17867_kE7	log10	0.01	100	0.475984586191152	1
r17867_kE6	r17867_kE6	log10	0.01	100	0.758120042315582	1
r17867_kE5	r17867_kE5	log10	0.01	100	0.79380511651429	1
r17867_kE4	r17867_kE4	log10	0.01	100	1.91748631047457	1
r17867_kE3	r17867_kE3	log10	0.01	100	0.728713550029512	1
r17867_kE2	r17867_kE2	log10	0.01	100	0.638290969978264	1
r17867_kE1	r17867_kE1	log10	0.01	100	0.699922462553766	1
r18_k0	r18_k0	log10	0.01	100	0.357521947390938	1
r18066_k0	r18066_k0	log10	0.01	100	0.99805122072835	1
r18067_k0	r18067_k0	log10	0.01	100	0.995597347599287	1
r18067_kE1	r18067_kE1	log10	0.01	100	0.990585885067131	1
r1829_k0	r1829_k0	log10	0.01	100	1.04831156925241	1
r185_k_GeneSpecificScaling	r185_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r18525_k_GeneSpecificScaling	r18525_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r18526_k0	r18526_k0	log10	0.01	100	1.01894165277052	1
r18527_k_GeneSpecificScaling	r18527_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r18528_k0	r18528_k0	log10	0.01	100	1.71856502510569	1
r18529_k0	r18529_k0	log10	0.01	100	0.991648769196763	1
r18529_kd	r18529_kd	log10	0.01	100	0.982622235027422	1
r18530_k0	r18530_k0	log10	0.01	100	0.57569978672171	1
r18530_kd	r18530_kd	log10	0.01	100	1.25729521322247	1
r18531_k0	r18531_k0	log10	0.01	100	0.960997907652228	1
r18532_k0	r18532_k0	log10	0.01	100	1.48098483082955	1
r18533_k0	r18533_k0	log10	0.01	100	1.06954544281647	1
r18533_kd	r18533_kd	log10	0.01	100	0.988856750637564	1
r18534_k0	r18534_k0	log10	0.01	100	0.54400679478499	1
r18534_kd	r18534_kd	log10	0.01	100	1.55592166593299	1
r18535_k0	r18535_k0	log10	0.01	100	0.720027041958754	1
r18536_k0	r18536_k0	log10	0.01	100	0.498799221750733	1
r18540_k_GeneSpecificScaling	r18540_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r18541_k0	r18541_k0	log10	0.01	100	1.05528527566692	1
r18542_k0	r18542_k0	log10	0.01	100	0.962120855189253	1
r18542_kd	r18542_kd	log10	0.01	100	1.00336655481065	1
r18543_k0	r18543_k0	log10	0.01	100	1.02645012144953	1
r18544_k0	r18544_k0	log10	0.01	100	0.980191009432366	1
r18544_kd	r18544_kd	log10	0.01	100	1.01303009034831	1
r18545_k0	r18545_k0	log10	0.01	100	0.98805422021473	1
r18546_k0	r18546_k0	log10	0.01	100	1.00468957166023	1
r18546_kE6	r18546_kE6	log10	0.01	100	1.23910493898481	1
r18546_kE5	r18546_kE5	log10	0.01	100	0.992818580197324	1
r18546_kE4	r18546_kE4	log10	0.01	100	0.983030249431609	1
r18546_kE3	r18546_kE3	log10	0.01	100	1.05093590965816	1
r18546_kE2	r18546_kE2	log10	0.01	100	1.1312920977535	1
r18546_kE1	r18546_kE1	log10	0.01	100	1.02770623800429	1
r18547_k0	r18547_k0	log10	0.01	100	0.827713084121211	1
r18547_kE6	r18547_kE6	log10	0.01	100	0.542287210201242	1
r18547_kE5	r18547_kE5	log10	0.01	100	2.09728693483696	1
r18547_kE4	r18547_kE4	log10	0.01	100	0.11506631607411	1
r18547_kE3	r18547_kE3	log10	0.01	100	1.90764751001135	1
r18547_kE2	r18547_kE2	log10	0.01	100	1.00417718664675	1
r18547_kE1	r18547_kE1	log10	0.01	100	0.624313712728195	1
r18548_k0	r18548_k0	log10	0.01	100	0.798703962488168	1
r18548_kE6	r18548_kE6	log10	0.01	100	0.722275077528028	1
r18548_kE5	r18548_kE5	log10	0.01	100	11.3156896309391	1
r18548_kE4	r18548_kE4	log10	0.01	100	1.00141978405433	1
r18548_kE3	r18548_kE3	log10	0.01	100	0.671737112083928	1
r18548_kE2	r18548_kE2	log10	0.01	100	2.2486972379638	1
r18548_kE1	r18548_kE1	log10	0.01	100	0.441586503149354	1
r186_k0	r186_k0	log10	0.01	100	0.154782719374581	1
r187_k_GeneSpecificScaling	r187_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r1878_k_GeneSpecificScaling	r1878_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r1879_k0	r1879_k0	log10	0.01	100	0.386876392492095	1
r188_k0	r188_k0	log10	0.01	100	3.42268524778742	1
r1880_k_GeneSpecificScaling	r1880_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r1881_k0	r1881_k0	log10	0.01	100	0.149204167462403	1
r189_k_GeneSpecificScaling	r189_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r19_k_GeneSpecificScaling	r19_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r190_k0	r190_k0	log10	0.01	100	0.501467312770928	1
r1918_k0	r1918_k0	log10	0.01	100	0.963843977272331	1
r1918_kd	r1918_kd	log10	0.01	100	0.855431924578196	1
r193_k_GeneSpecificScaling	r193_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r194_k0	r194_k0	log10	0.01	100	2.93145328932099	1
r19741_k_GeneSpecificScaling	r19741_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r19742_k0	r19742_k0	log10	0.01	100	0.992021722332071	1
r19744_k0	r19744_k0	log10	0.01	100	1.00672739595134	1
r19744_kd	r19744_kd	log10	0.01	100	1.00321514948484	1
r19745_k0	r19745_k0	log10	0.01	100	0.993317559472015	1
r19745_kd	r19745_kd	log10	0.01	100	1.00195258442771	1
r19746_k0	r19746_k0	log10	0.01	100	0.991816386172276	1
r19746_kd	r19746_kd	log10	0.01	100	0.987147861701924	1
r19747_k0	r19747_k0	log10	0.01	100	1.01301946627926	1
r19747_kd	r19747_kd	log10	0.01	100	1.0055733983452	1
r19748_k0	r19748_k0	log10	0.01	100	1.00672739595134	1
r19748_kd	r19748_kd	log10	0.01	100	0.993317559472015	1
r19749_k0	r19749_k0	log10	0.01	100	1.00442212146439	1
r19749_kd	r19749_kd	log10	0.01	100	0.99805122072835	1
r19750_kE1	r19750_kE1	log10	0.01	100	0.99805122072835	1
r19750_kd	r19750_kd	log10	0.01	100	0.995298886870728	1
r19751_k0	r19751_k0	log10	0.01	100	1.00950358275318	1
r19752_k0	r19752_k0	log10	0.01	100	0.993317559472015	1
r19753_k0	r19753_k0	log10	0.01	100	0.993317559472015	1
r19754_k0	r19754_k0	log10	0.01	100	1.00825113795438	1
r19755_k0	r19755_k0	log10	0.01	100	1.00195258442771	1
r19756_k0	r19756_k0	log10	0.01	100	0.992021722332071	1
r19757_k0	r19757_k0	log10	0.01	100	1.00804244250738	1
r19758_kE1	r19758_kE1	log10	0.01	100	0.994457492258276	1
r19759_kE3	r19759_kE3	log10	0.01	100	0.992021722332071	1
r19759_kE2	r19759_kE2	log10	0.01	100	0.990585885067131	1
r19759_kE1	r19759_kE1	log10	0.01	100	1.0055733983452	1
r19761_kE1	r19761_kE1	log10	0.01	100	1.00065460278146	1
r19761_kd	r19761_kd	log10	0.01	100	0.995696821053782	1
r19762_kE1	r19762_kE1	log10	0.01	100	0.999345825443029	1
r19762_kd	r19762_kd	log10	0.01	100	1.00993260099609	1
r19763_kE1	r19763_kE1	log10	0.01	100	1.00195258442771	1
r19763_kd	r19763_kd	log10	0.01	100	0.911950057289972	1
r19764_k0	r19764_k0	log10	0.01	100	0.987147861701924	1
r19764_kd	r19764_kd	log10	0.01	100	1.00065460278146	1
r2_k0	r2_k0	log10	0.01	100	0.82814010752162	1
r20_k0	r20_k0	log10	0.01	100	2.34042923963167	1
r21_k_GeneSpecificScaling	r21_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r2149_k0	r2149_k0	log10	0.01	100	0.153813284583616	1
r215_k_GeneSpecificScaling	r215_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r2150_k0	r2150_k0	log10	0.01	100	0.439716557187464	1
r2151_k0	r2151_k0	log10	0.01	100	0.189961711460152	1
r2152_k0	r2152_k0	log10	0.01	100	8.08759248427275	1
r2153_k0	r2153_k0	log10	0.01	100	1.14624819357616	1
r2155_k0	r2155_k0	log10	0.01	100	0.982271735095042	1
r2156_k0	r2156_k0	log10	0.01	100	1.00073994232297	1
r2157_k0	r2157_k0	log10	0.01	100	1.01972849664391	1
r2159_k0	r2159_k0	log10	0.01	100	1.11194190810154	1
r216_k0	r216_k0	log10	0.01	100	0.0320514074271721	1
r2160_k0	r2160_k0	log10	0.01	100	2.13271315445921	1
r2161_k0	r2161_k0	log10	0.01	100	0.09442266437095	1
r2162_k0	r2162_k0	log10	0.01	100	0.103090717366937	1
r2163_k0	r2163_k0	log10	0.01	100	0.193273100287046	1
r2164_k0	r2164_k0	log10	0.01	100	3.8725223865713	1
r217_k_GeneSpecificScaling	r217_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r218_k0	r218_k0	log10	0.01	100	1.76441312783359	1
r219_k0	r219_k0	log10	0.01	100	0.412940129778212	1
r219_kd	r219_kd	log10	0.01	100	0.868875501386614	1
r22_k0	r22_k0	log10	0.01	100	0.590493522113113	1
r220_k0	r220_k0	log10	0.01	100	2.00515808378733	1
r220_kd	r220_kd	log10	0.01	100	0.958500538740095	1
r221_k0	r221_k0	log10	0.01	100	2.84270153527236	1
r221_kd	r221_kd	log10	0.01	100	1.25965210567086	1
r223_k0	r223_k0	log10	0.01	100	0.288276851920822	1
r223_kd	r223_kd	log10	0.01	100	2.25392346199125	1
r224_k0	r224_k0	log10	0.01	100	1.88861252660159	1
r224_kd	r224_kd	log10	0.01	100	0.808679874059157	1
r225_k0	r225_k0	log10	0.01	100	0.296224688583915	1
r225_kd	r225_kd	log10	0.01	100	2.09197952312807	1
r227_k0	r227_k0	log10	0.01	100	1.18396780857457	1
r227_kd	r227_kd	log10	0.01	100	5.56159235450025	1
r23_k_GeneSpecificScaling	r23_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r2311_k0	r2311_k0	log10	0.01	100	1.00950358275318	1
r2312_k0	r2312_k0	log10	0.01	100	0.99178486543655	1
r2313_k0	r2313_k0	log10	0.01	100	4.17682202608964	1
r2314_k0	r2314_k0	log10	0.01	100	0.494180533703814	1
r2320_kE3	r2320_kE3	log10	0.01	100	0.289110427870214	1
r2320_kE2	r2320_kE2	log10	0.01	100	0.384390010306749	1
r2320_kE1	r2320_kE1	log10	0.01	100	1.00159584263634	1
r2321_kE3	r2321_kE3	log10	0.01	100	0.505473365274956	1
r2321_kE2	r2321_kE2	log10	0.01	100	1.81335900081029	1
r2321_kE1	r2321_kE1	log10	0.01	100	0.297730407922012	1
r2322_kE3	r2322_kE3	log10	0.01	100	0.650080631188651	1
r2322_kE2	r2322_kE2	log10	0.01	100	1.00058712238485	1
r2322_kE1	r2322_kE1	log10	0.01	100	1.02499870283664	1
r2323_k0	r2323_k0	log10	0.01	100	1.87686466819055	1
r2324_k0	r2324_k0	log10	0.01	100	0.991557921871131	1
r2325_k0	r2325_k0	log10	0.01	100	1.02528487955133	1
r2326_k0	r2326_k0	log10	0.01	100	0.915284626878966	1
r23261_k_GeneSpecificScaling	r23261_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r23262_k0	r23262_k0	log10	0.01	100	0.990585885067131	1
r2327_k0	r2327_k0	log10	0.01	100	0.862354436362015	1
r2328_k0	r2328_k0	log10	0.01	100	0.931795033036461	1
r2329_k0	r2329_k0	log10	0.01	100	0.568607414784193	1
r2330_k0	r2330_k0	log10	0.01	100	0.79398628325306	1
r2331_k0	r2331_k0	log10	0.01	100	25.2656029376835	1
r2332_k0	r2332_k0	log10	0.01	100	2.49612414892665	1
r2333_k0	r2333_k0	log10	0.01	100	1.01004233392665	1
r2334_k0	r2334_k0	log10	0.01	100	5.1787910273858	1
r2335_k0	r2335_k0	log10	0.01	100	1.70254472502779	1
r2336_k0	r2336_k0	log10	0.01	100	1.1274112867265	1
r2337_k0	r2337_k0	log10	0.01	100	0.533532961280111	1
r2338_k0	r2338_k0	log10	0.01	100	2.76169859147683	1
r2339_k0	r2339_k0	log10	0.01	100	1.71680477654697	1
r2340_k0	r2340_k0	log10	0.01	100	0.108104168098614	1
r2341_k0	r2341_k0	log10	0.01	100	0.275568021901555	1
r2342_k0	r2342_k0	log10	0.01	100	1.81694867301486	1
r2343_k0	r2343_k0	log10	0.01	100	0.0705878777724691	1
r2344_k0	r2344_k0	log10	0.01	100	1.20436396199558	1
r2345_k0	r2345_k0	log10	0.01	100	0.606737611536771	1
r2346_k0	r2346_k0	log10	0.01	100	1.45559664843407	1
r2348_kE3	r2348_kE3	log10	0.01	100	1.19259703325138	1
r2348_kE2	r2348_kE2	log10	0.01	100	1.17201402805197	1
r2348_kE1	r2348_kE1	log10	0.01	100	1.01575063795397	1
r2349_kE3	r2349_kE3	log10	0.01	100	0.990600743705775	1
r2349_kE2	r2349_kE2	log10	0.01	100	7.02415919629245	1
r2349_kE1	r2349_kE1	log10	0.01	100	1.08319199548026	1
r235_k0	r235_k0	log10	0.01	100	12.7565483510848	1
r235_kd	r235_kd	log10	0.01	100	1.71556942908084	1
r2350_kE3	r2350_kE3	log10	0.01	100	1.01447854655031	1
r2350_kE2	r2350_kE2	log10	0.01	100	14.1025413476537	1
r2350_kE1	r2350_kE1	log10	0.01	100	1.02431167951295	1
r2355_kE3	r2355_kE3	log10	0.01	100	1.8746310783771	1
r2355_kE2	r2355_kE2	log10	0.01	100	0.0419464323680562	1
r2355_kE1	r2355_kE1	log10	0.01	100	0.5929425946338	1
r236_k0	r236_k0	log10	0.01	100	5.93912069251108	1
r236_kd	r236_kd	log10	0.01	100	0.621925290346028	1
r2364_k_GeneSpecificScaling	r2364_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r2365_k0	r2365_k0	log10	0.01	100	0.388610477054039	1
r2366_k0	r2366_k0	log10	0.01	100	1.01909421422417	1
r2367_k0	r2367_k0	log10	0.01	100	0.793331288669417	1
r2367_kE1	r2367_kE1	log10	0.01	100	1.76452360674578	1
r237_k0	r237_k0	log10	0.01	100	1.38942352266461	1
r237_kd	r237_kd	log10	0.01	100	0.912884078827846	1
r2373_k0	r2373_k0	log10	0.01	100	0.991816386172276	1
r2375_k0	r2375_k0	log10	0.01	100	0.991816386172276	1
r2377_k0	r2377_k0	log10	0.01	100	0.996795154572284	1
r2379_k0	r2379_k0	log10	0.01	100	0.99805122072835	1
r23811_k_GeneSpecificScaling	r23811_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r23812_k0	r23812_k0	log10	0.01	100	0.357189599698768	1
r2384_k0	r2384_k0	log10	0.01	100	1.95931729394756	1
r2387_k0	r2387_k0	log10	0.01	100	1.00321514948484	1
r2389_k0	r2389_k0	log10	0.01	100	1.00195258442771	1
r2391_k0	r2391_k0	log10	0.01	100	0.990585885067131	1
r2394_k0	r2394_k0	log10	0.01	100	1.00950358275318	1
r2395_k_GeneSpecificScaling	r2395_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r2396_k0	r2396_k0	log10	0.01	100	0.995597347599287	1
r2398_k0	r2398_k0	log10	0.01	100	0.993317559472015	1
r2399_k_GeneSpecificScaling	r2399_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r24_k0	r24_k0	log10	0.01	100	2.00677291397765	1
r2400_k0	r2400_k0	log10	0.01	100	1.55000926924438	1
r2402_k0	r2402_k0	log10	0.01	100	1.24024416142135	1
r2403_k_GeneSpecificScaling	r2403_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r2404_k0	r2404_k0	log10	0.01	100	1.01301946627926	1
r2406_k0	r2406_k0	log10	0.01	100	1.01301946627926	1
r2409_k0	r2409_k0	log10	0.01	100	0.846971883086312	1
r2410_k0	r2410_k0	log10	0.01	100	0.614775718256827	1
r2411_k0	r2411_k0	log10	0.01	100	0.994457492258276	1
r2412_k0	r2412_k0	log10	0.01	100	1.0055733983452	1
r2413_k0	r2413_k0	log10	0.01	100	1.00825113795438	1
r2414_k0	r2414_k0	log10	0.01	100	1.00195258442771	1
r2415_k0	r2415_k0	log10	0.01	100	0.999345825443029	1
r2418_k0	r2418_k0	log10	0.01	100	1.00825113795438	1
r24231_k0	r24231_k0	log10	0.01	100	0.798505966722499	1
r24231_kd	r24231_kd	log10	0.01	100	1.23254825085802	1
r24239_k0	r24239_k0	log10	0.01	100	0.940034897825629	1
r24240_k0	r24240_k0	log10	0.01	100	1.12114885763991	1
r24241_k0	r24241_k0	log10	0.01	100	0.972019353477637	1
r24242_k0	r24242_k0	log10	0.01	100	0.985633703723337	1
r24243_k0	r24243_k0	log10	0.01	100	1.01839331749944	1
r2442_k0	r2442_k0	log10	0.01	100	0.306629292645063	1
r2447_kE1	r2447_kE1	log10	0.01	100	0.999345825443029	1
r2448_k0	r2448_k0	log10	0.01	100	1.00825113795438	1
r2449_k0	r2449_k0	log10	0.01	100	1.00804244250738	1
r2451_k0	r2451_k0	log10	0.01	100	1.00321514948484	1
r2452_k0	r2452_k0	log10	0.01	100	0.992021722332071	1
r247_k_GeneSpecificScaling	r247_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r248_k0	r248_k0	log10	0.01	100	1.61363179648528	1
r249_k0	r249_k0	log10	0.01	100	0.515081061485749	1
r249_kd	r249_kd	log10	0.01	100	0.654224072020449	1
r25_k_GeneSpecificScaling	r25_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r26_k0	r26_k0	log10	0.01	100	0.814084187815998	1
r260_k_GeneSpecificScaling	r260_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r261_k0	r261_k0	log10	0.01	100	0.387155736283684	1
r262_k0	r262_k0	log10	0.01	100	2.58293988895613	1
r262_kd	r262_kd	log10	0.01	100	0.484098927775854	1
r263_k0	r263_k0	log10	0.01	100	0.348186066110032	1
r263_kE1	r263_kE1	log10	0.01	100	5.63833081648212	1
r26436_k_GeneSpecificScaling	r26436_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r26437_k0	r26437_k0	log10	0.01	100	0.700431047609365	1
r26438_k0	r26438_k0	log10	0.01	100	1.43418391490287	1
r26438_kd	r26438_kd	log10	0.01	100	0.891575635237701	1
r26439_k0	r26439_k0	log10	0.01	100	0.56719228624731	1
r26439_kd	r26439_kd	log10	0.01	100	1.38533821365455	1
r26440_k0	r26440_k0	log10	0.01	100	0.927440317641963	1
r26440_kd	r26440_kd	log10	0.01	100	1.04217440618491	1
r26441_k0	r26441_k0	log10	0.01	100	0.967464516281356	1
r26441_kd	r26441_kd	log10	0.01	100	1.00108599050471	1
r26442_k0	r26442_k0	log10	0.01	100	0.935720714169961	1
r26442_kd	r26442_kd	log10	0.01	100	1.02987319675351	1
r26443_k0	r26443_k0	log10	0.01	100	1.46483562724817	1
r26443_kd	r26443_kd	log10	0.01	100	0.963900098527727	1
r26444_k0	r26444_k0	log10	0.01	100	0.725174253152988	1
r26445_k0	r26445_k0	log10	0.01	100	0.975834155852009	1
r26446_k0	r26446_k0	log10	0.01	100	0.970854922587255	1
r26447_k0	r26447_k0	log10	0.01	100	0.967847217808318	1
r26448_k0	r26448_k0	log10	0.01	100	0.912129262931823	1
r26450_kE3	r26450_kE3	log10	0.01	100	0.995141071980923	1
r26450_kE2	r26450_kE2	log10	0.01	100	0.99510587212421	1
r26450_kE1	r26450_kE1	log10	0.01	100	0.996184752141233	1
r26451_kE1	r26451_kE1	log10	0.01	100	1.00950250485636	1
r26451_kd	r26451_kd	log10	0.01	100	0.991914522378369	1
r26452_kE1	r26452_kE1	log10	0.01	100	0.994452471669252	1
r26452_kd	r26452_kd	log10	0.01	100	0.990583893140176	1
r26453_kE1	r26453_kE1	log10	0.01	100	2.33025958564782	1
r26453_kd	r26453_kd	log10	0.01	100	0.992071654664044	1
r26454_k0	r26454_k0	log10	0.01	100	0.757121215655446	1
r26455_kE1	r26455_kE1	log10	0.01	100	1.00654395881004	1
r26456_k_GeneSpecificScaling	r26456_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r26457_k0	r26457_k0	log10	0.01	100	0.919958552682573	1
