plotId	plotName	plotTypeSimulation	plotTypeData	datasetId	xLabel	yLabel
plot1	all_data	ScatterPlot	replicate	data2256	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2257	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2258	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2259	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2260	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2261	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2262	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2263	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2264	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2265	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2266	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2267	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2268	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2269	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2270	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2271	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2272	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2273	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2274	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2275	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2276	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2277	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2278	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2279	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2280	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2281	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2282	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2283	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2284	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2285	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2286	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2287	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2288	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2289	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2290	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2291	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2292	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2293	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2294	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2295	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2296	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2297	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2298	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2299	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2300	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2301	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2302	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2303	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2304	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2305	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2306	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2307	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2308	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2309	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2310	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2311	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2312	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2313	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2314	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2315	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2316	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2317	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2318	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2319	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2320	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2321	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2322	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2323	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2324	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2325	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2326	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2327	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2328	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2329	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2330	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2331	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2332	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2333	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2334	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2335	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2336	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2337	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2338	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2339	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2340	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2341	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2342	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2343	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2344	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2345	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2346	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2347	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2348	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2349	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2350	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2351	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2352	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2353	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2354	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2355	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2356	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2357	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2358	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2359	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2360	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2361	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2362	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2363	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2364	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2365	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2366	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2367	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2368	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2369	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2370	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2371	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2372	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2373	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2374	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2375	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2376	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2377	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2378	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2379	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2380	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2381	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2382	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2383	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2384	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2385	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2386	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2387	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2388	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2389	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2390	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2391	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2392	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2393	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2394	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2395	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2396	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2397	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2398	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2399	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2400	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2401	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2402	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2403	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2404	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2405	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2406	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2407	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2408	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2409	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2410	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2411	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2412	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2413	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2414	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2415	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2416	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2417	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2418	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2419	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2420	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2421	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2422	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2423	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2424	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2425	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2426	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2427	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2428	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2429	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2430	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2431	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2432	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2433	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2434	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2435	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2436	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2437	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2438	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2439	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2440	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2441	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2442	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2443	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2444	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2445	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2446	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2447	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2448	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2449	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2450	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2451	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2452	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2453	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2454	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2455	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2456	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2457	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2458	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2459	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2460	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2461	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2462	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2463	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2464	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2465	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2466	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2467	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2468	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2469	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2470	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2471	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2472	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2473	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2474	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2475	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2476	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2477	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2478	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2479	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2480	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2481	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2482	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2483	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2484	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2485	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2486	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2487	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2488	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2489	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2490	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2491	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2492	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2493	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2494	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2495	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2496	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2497	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2498	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2499	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2500	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2501	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2502	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2503	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2504	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2505	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2506	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2507	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2508	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2509	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2510	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2511	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2512	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2513	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2514	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2515	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2516	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2517	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2518	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2519	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2520	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2521	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2522	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2523	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2524	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2525	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2526	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2527	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2528	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2529	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2530	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2531	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2532	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2533	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2534	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2535	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2536	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2537	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2538	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2539	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2540	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2541	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2542	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2543	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2544	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2545	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2546	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2547	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2548	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2549	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2550	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2551	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2552	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2553	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2554	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2555	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2556	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2557	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2558	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2559	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2560	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2561	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2562	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2563	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2564	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2565	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2566	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2567	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2568	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2569	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2570	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2571	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2572	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2573	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2574	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2575	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2576	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2577	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2578	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2579	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2580	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2581	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2582	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2583	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2584	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2585	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2586	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2587	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2588	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2589	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2590	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2591	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2592	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2593	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2594	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2595	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2596	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2597	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2598	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2599	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2600	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2601	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2602	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2603	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2604	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2605	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2606	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2607	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2608	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2609	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2610	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2611	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2612	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2613	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2614	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2615	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2616	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2617	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2618	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2619	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2620	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2621	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2622	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2623	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2624	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2625	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2626	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2627	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2628	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2629	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2630	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2631	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data2632	Measured viability	Simulated viability
