experimentId	observableId	measurement	time	observableParameters	noiseParameters	datasetId
experiment____model1_data18	observable_Insulin	35.6965520000003	50.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	30.7655170000003	60.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	29.248276	60.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data19	observable_Insulin	4486.89655199999	0.25	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	4366.20689699995	0.25	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	3297.24137900002	0.5	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	3128.27586199999	0.5	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	4076.55172400002	1.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	3524.82758599999	1.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	5400.68965499996	2.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	5362.75862100005	2.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	4135.17241400004	3.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	3942.06896599997	3.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	4438.62069000003	4.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	4317.93103400004	4.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	3673.103448	5.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	3566.20689700003	5.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	4817.93103400004	7.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	4707.58620700002	7.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	4169.65517199996	10.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	3893.79310300003	10.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	5124.82758599998	15.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	3793.79310299997	15.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	4238.62069000004	20.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	3986.896552	20.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	4197.24137899999	25.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	3945.51724099999	25.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	3880.00000000002	30.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	3686.89655200001	30.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	4531.724138	40.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	4555.86206900002	40.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	5224.82758599995	50.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	4786.89655199998	50.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	5342.06896600005	60.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data19	observable_Insulin	5176.55172400004	60.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data19_Insulin
experiment____model1_data2	observable_IRsum	1.73223974917033	15.0	offset;scale	IR_obs_std	model1_data2_IRsum
experiment____model1_data3	observable_IRsum	1.76692859832854	15.0	offset;scale	IR_obs_std	model1_data3_IRsum
experiment____model1_data4	observable_IRsum	1.78201764510334	15.0	offset;scale	IR_obs_std	model1_data4_IRsum
experiment____model1_data5	observable_IR1	2.00665633272228	1.0	offset;scale	IR_obs_std	model1_data5_IR1
experiment____model1_data5	observable_IR1	1.86764358301651	2.0	offset;scale	IR_obs_std	model1_data5_IR1
experiment____model1_data5	observable_IR1	2.34948133930534	5.0	offset;scale	IR_obs_std	model1_data5_IR1
experiment____model1_data5	observable_IR1	2.13305964774973	15.0	offset;scale	IR_obs_std	model1_data5_IR1
experiment____model1_data5	observable_IR1	2.25293675358681	30.0	offset;scale	IR_obs_std	model1_data5_IR1
experiment____model1_data5	observable_IR2	4.24485637064415	1.0	offset;scale	IR_obs_std	model1_data5_IR2
experiment____model1_data5	observable_IR2	4.07748150682526	2.0	offset;scale	IR_obs_std	model1_data5_IR2
experiment____model1_data5	observable_IR2	6.31756908802818	5.0	offset;scale	IR_obs_std	model1_data5_IR2
experiment____model1_data5	observable_IR2	6.64871933048632	15.0	offset;scale	IR_obs_std	model1_data5_IR2
experiment____model1_data5	observable_IR2	9.25130501805587	30.0	offset;scale	IR_obs_std	model1_data5_IR2
experiment____model1_data6	observable_IR1	3.18628045825563	1.0	offset;scale	IR_obs_std	model1_data6_IR1
experiment____model1_data6	observable_IR1	3.26316474313911	2.0	offset;scale	IR_obs_std	model1_data6_IR1
experiment____model1_data6	observable_IR1	3.83517336008591	5.0	offset;scale	IR_obs_std	model1_data6_IR1
experiment____model1_data6	observable_IR1	4.31453503590513	15.0	offset;scale	IR_obs_std	model1_data6_IR1
experiment____model1_data6	observable_IR1	4.79014875102033	30.0	offset;scale	IR_obs_std	model1_data6_IR1
experiment____model1_data6	observable_IR2	13.570473459491	1.0	offset;scale	IR_obs_std	model1_data6_IR2
experiment____model1_data6	observable_IR2	19.5627542817753	2.0	offset;scale	IR_obs_std	model1_data6_IR2
experiment____model1_data6	observable_IR2	26.4150234153863	5.0	offset;scale	IR_obs_std	model1_data6_IR2
experiment____model1_data6	observable_IR2	41.5385182071188	15.0	offset;scale	IR_obs_std	model1_data6_IR2
experiment____model1_data6	observable_IR2	47.837557803124	30.0	offset;scale	IR_obs_std	model1_data6_IR2
experiment____model1_data7	observable_IR1	6.19759225171243	1.0	offset;scale	IR_obs_std	model1_data7_IR1
experiment____model1_data7	observable_IR1	7.05776185201418	2.0	offset;scale	IR_obs_std	model1_data7_IR1
experiment____model1_data7	observable_IR1	8.55389667532674	5.0	offset;scale	IR_obs_std	model1_data7_IR1
experiment____model1_data7	observable_IR1	8.82925378076677	15.0	offset;scale	IR_obs_std	model1_data7_IR1
experiment____model1_data7	observable_IR1	9.54412239183822	30.0	offset;scale	IR_obs_std	model1_data7_IR1
experiment____model1_data7	observable_IR2	61.2759425051777	1.0	offset;scale	IR_obs_std	model1_data7_IR2
experiment____model1_data7	observable_IR2	75.8474527353433	2.0	offset;scale	IR_obs_std	model1_data7_IR2
experiment____model1_data7	observable_IR2	107.576150636188	5.0	offset;scale	IR_obs_std	model1_data7_IR2
experiment____model1_data7	observable_IR2	118.060875641396	15.0	offset;scale	IR_obs_std	model1_data7_IR2
experiment____model1_data7	observable_IR2	136.186481613691	30.0	offset;scale	IR_obs_std	model1_data7_IR2
experiment____model1_data8	observable_Insulin	0.026231	15.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data8_Insulin
experiment____model1_data8	observable_Insulin	0.032385	15.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data8_Insulin
experiment____model1_data9	observable_Insulin	0.490769	0.25	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	0.479231	0.25	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	0.569615	0.5	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	0.534999999999999	0.5	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	0.731154	1.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	0.729230999999999	1.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	0.623462	2.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	0.590769	2.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	0.963845999999999	3.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	0.965768999999999	3.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	1.096538	4.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	0.994615	4.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	1.165769	5.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	1.104231	5.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	1.067692	7.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	1.044615	7.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	0.615769	10.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	0.588846000000001	10.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	0.944614999999999	15.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	0.919614999999999	15.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	1.175385	20.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	1.104231	20.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	1.213846	25.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	1.138846	25.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	1.296538	30.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	1.265769	30.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	1.361923	40.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	1.273462	40.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	0.486923	50.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	0.467692	50.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	0.390769	60.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
experiment____model1_data9	observable_Insulin	0.371537999999999	60.0	offset_nExpID1;scaleElisa_nExpID1;fragments;km_nExpID1	std	model1_data9_Insulin
