plotId	plotName	plotTypeData	plotTypeSimulation	xLabel	xScale	yLabel	yScale	legendEntry	yValues	xValues	xOffset	yOffset	datasetId
plot54	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pEGFR	lin	FM, EGF 5, CET 0, Time [min] 15	pEGFR_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_12
plot54	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pEGFR	lin	FM, EGF 5, CET 1, Time [min] 1	pEGFR_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_13
plot54	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pEGFR	lin	FM, EGF 5, CET 1, Time [min] 15	pEGFR_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_14
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	HM, EGF 0, CET 0, Time [min] 0	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_1
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	HM, EGF 0, CET 1, Time [min] 1	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_2
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	HM, EGF 100, CET 0, Time [min] 1	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_3
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	HM, EGF 100, CET 0, Time [min] 5	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_4
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	HM, EGF 100, CET 0, Time [min] 30	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_5
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	HM, EGF 30, CET 0, Time [min] 1	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_6
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	HM, EGF 30, CET 1, Time [min] 1	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_7
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	FM, EGF 0, CET 0, Time [min] 0	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_8
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	FM, EGF 0, CET 1, Time [min] 1	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_9
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	FM, EGF 0, CET 1, Time [min] 15	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_10
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	FM, EGF 5, CET 0, Time [min] 1	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_11
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	FM, EGF 5, CET 0, Time [min] 15	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_12
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	FM, EGF 5, CET 1, Time [min] 1	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_13
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	FM, EGF 5, CET 1, Time [min] 15	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_14
plot56	Starvation medium, Hs746T cell line, t = 3 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	EGFR	lin	0 ng/ml EGF	EGFR_ID4_HS746T_HM_3min	CET_level	0	0	ID4_HS746T_HM_3min__0EGF
plot56	Starvation medium, Hs746T cell line, t = 3 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	EGFR	lin	30 ng/ml EGF	EGFR_ID4_HS746T_HM_3min	CET_level	0	0	ID4_HS746T_HM_3min__30EGF
plot57	Starvation medium, Hs746T cell line, t = 3 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pEGFR	lin	0 ng/ml EGF	pEGFR_ID4_HS746T_HM_3min	CET_level	0	0	ID4_HS746T_HM_3min__0EGF
plot57	Starvation medium, Hs746T cell line, t = 3 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pEGFR	lin	30 ng/ml EGF	pEGFR_ID4_HS746T_HM_3min	CET_level	0	0	ID4_HS746T_HM_3min__30EGF
plot58	Starvation medium, MKN1 cell line, t = 3 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	EGFR	lin	0 ng/ml EGF	EGFR_ID4_MKN1_HM_3min	CET_level	0	0	ID4_MKN1_HM_3min__0EGF
plot58	Starvation medium, MKN1 cell line, t = 3 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	EGFR	lin	30 ng/ml EGF	EGFR_ID4_MKN1_HM_3min	CET_level	0	0	ID4_MKN1_HM_3min__30EGF
plot59	Starvation medium, MKN1 cell line, t = 3 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pEGFR	lin	0 ng/ml EGF	pEGFR_ID4_MKN1_HM_3min	CET_level	0	0	ID4_MKN1_HM_3min__0EGF
plot59	Starvation medium, MKN1 cell line, t = 3 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pEGFR	lin	30 ng/ml EGF	pEGFR_ID4_MKN1_HM_3min	CET_level	0	0	ID4_MKN1_HM_3min__30EGF
plot60	Full medium, MKN1 cell line, t = 1 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pAKT	lin	0 ng/ml EGF	pAKT_ID5_MKN1_FM_1min	CET_level	0	0	ID5_MKN1_FM_1min__0EGF
plot60	Full medium, MKN1 cell line, t = 1 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pAKT	lin	5 ng/ml EGF	pAKT_ID5_MKN1_FM_1min	CET_level	0	0	ID5_MKN1_FM_1min__5EGF
plot61	Full medium, MKN1 cell line, t = 1 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pEGFR	lin	0 ng/ml EGF	pEGFR_ID5_MKN1_FM_1min	CET_level	0	0	ID5_MKN1_FM_1min__0EGF
plot61	Full medium, MKN1 cell line, t = 1 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pEGFR	lin	5 ng/ml EGF	pEGFR_ID5_MKN1_FM_1min	CET_level	0	0	ID5_MKN1_FM_1min__5EGF
plot62	Full medium, MKN1 cell line, t = 1 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pMAPK	lin	0 ng/ml EGF	pMAPK_ID5_MKN1_FM_1min	CET_level	0	0	ID5_MKN1_FM_1min__0EGF
plot62	Full medium, MKN1 cell line, t = 1 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pMAPK	lin	5 ng/ml EGF	pMAPK_ID5_MKN1_FM_1min	CET_level	0	0	ID5_MKN1_FM_1min__5EGF
plot63	Full medium, MKN1 cell line, t = 3 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pAKT	lin	0 ng/ml EGF	pAKT_ID5_MKN1_FM_3min	CET_level	0	0	ID5_MKN1_FM_3min__0EGF
plot63	Full medium, MKN1 cell line, t = 3 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pAKT	lin	5 ng/ml EGF	pAKT_ID5_MKN1_FM_3min	CET_level	0	0	ID5_MKN1_FM_3min__5EGF
plot64	Full medium, MKN1 cell line, t = 3 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pEGFR	lin	0 ng/ml EGF	pEGFR_ID5_MKN1_FM_3min	CET_level	0	0	ID5_MKN1_FM_3min__0EGF
plot64	Full medium, MKN1 cell line, t = 3 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pEGFR	lin	5 ng/ml EGF	pEGFR_ID5_MKN1_FM_3min	CET_level	0	0	ID5_MKN1_FM_3min__5EGF
plot65	Full medium, MKN1 cell line, t = 3 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pMAPK	lin	0 ng/ml EGF	pMAPK_ID5_MKN1_FM_3min	CET_level	0	0	ID5_MKN1_FM_3min__0EGF
plot65	Full medium, MKN1 cell line, t = 3 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pMAPK	lin	5 ng/ml EGF	pMAPK_ID5_MKN1_FM_3min	CET_level	0	0	ID5_MKN1_FM_3min__5EGF
plot66	Starvation medium, Hs746T cell line	MeanAndSD	LinePlot	time [min]	lin	pAKT	lin	pAKT	pAKT_ID2_HS746T_HM	time	0	0	ID2_HS746T_HM
plot67	Starvation medium, Hs746T cell line	MeanAndSD	LinePlot	time [min]	lin	pEGFR	lin	pEGFR	pEGFR_ID2_HS746T_HM	time	0	0	ID2_HS746T_HM
plot68	Starvation medium, Hs746T cell line	MeanAndSD	LinePlot	time [min]	lin	pMAPK	lin	pMAPK	pMAPK_ID2_HS746T_HM	time	0	0	ID2_HS746T_HM
plot69	Full medium, MKN1 cell line, t = 15 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pAKT	lin	0 ng/ml EGF	pAKT_ID5_MKN1_FM_15min	CET_level	0	0	ID5_MKN1_FM_15min__0EGF
plot69	Full medium, MKN1 cell line, t = 15 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pAKT	lin	5 ng/ml EGF	pAKT_ID5_MKN1_FM_15min	CET_level	0	0	ID5_MKN1_FM_15min__5EGF
plot70	Full medium, MKN1 cell line, t = 15 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pEGFR	lin	0 ng/ml EGF	pEGFR_ID5_MKN1_FM_15min	CET_level	0	0	ID5_MKN1_FM_15min__0EGF
plot70	Full medium, MKN1 cell line, t = 15 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pEGFR	lin	5 ng/ml EGF	pEGFR_ID5_MKN1_FM_15min	CET_level	0	0	ID5_MKN1_FM_15min__5EGF
plot71	Full medium, MKN1 cell line, t = 15 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pMAPK	lin	0 ng/ml EGF	pMAPK_ID5_MKN1_FM_15min	CET_level	0	0	ID5_MKN1_FM_15min__0EGF
plot71	Full medium, MKN1 cell line, t = 15 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pMAPK	lin	5 ng/ml EGF	pMAPK_ID5_MKN1_FM_15min	CET_level	0	0	ID5_MKN1_FM_15min__5EGF
plot72	Starvation medium, MKN1 cell line	MeanAndSD	LinePlot	time [min]	lin	pAKT	lin	pAKT	pAKT_ID2_MKN1_HM	time	0	0	ID2_MKN1_HM
plot73	Starvation medium, MKN1 cell line	MeanAndSD	LinePlot	time [min]	lin	pEGFR	lin	pEGFR	pEGFR_ID2_MKN1_HM	time	0	0	ID2_MKN1_HM
plot74	Starvation medium, MKN1 cell line	MeanAndSD	LinePlot	time [min]	lin	pMAPK	lin	pMAPK	pMAPK_ID2_MKN1_HM	time	0	0	ID2_MKN1_HM
plot75	Full medium, MKN1 cell line, t = 240 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pAKT	lin	0 ng/ml EGF	pAKT_ID5_MKN1_FM_240min	CET_level	0	0	ID5_MKN1_FM_240min__0EGF
plot75	Full medium, MKN1 cell line, t = 240 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pAKT	lin	5 ng/ml EGF	pAKT_ID5_MKN1_FM_240min	CET_level	0	0	ID5_MKN1_FM_240min__5EGF
plot76	Full medium, MKN1 cell line, t = 240 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pEGFR	lin	0 ng/ml EGF	pEGFR_ID5_MKN1_FM_240min	CET_level	0	0	ID5_MKN1_FM_240min__0EGF
plot76	Full medium, MKN1 cell line, t = 240 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pEGFR	lin	5 ng/ml EGF	pEGFR_ID5_MKN1_FM_240min	CET_level	0	0	ID5_MKN1_FM_240min__5EGF
plot77	Full medium, MKN1 cell line, t = 240 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pMAPK	lin	0 ng/ml EGF	pMAPK_ID5_MKN1_FM_240min	CET_level	0	0	ID5_MKN1_FM_240min__0EGF
plot77	Full medium, MKN1 cell line, t = 240 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pMAPK	lin	5 ng/ml EGF	pMAPK_ID5_MKN1_FM_240min	CET_level	0	0	ID5_MKN1_FM_240min__5EGF
plot78	Starvation medium, MKN1 cell line, t = 1 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pEGFR	lin	0 ng/ml EGF	pEGFR_ID6_MKN1_HM_1min	CET_level	0	0	ID6_MKN1_HM_1min__0EGF
plot78	Starvation medium, MKN1 cell line, t = 1 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pEGFR	lin	30 ng/ml EGF	pEGFR_ID6_MKN1_HM_1min	CET_level	0	0	ID6_MKN1_HM_1min__30EGF
plot79	Starvation medium, MKN1 cell line, t = 3 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pEGFR	lin	0 ng/ml EGF	pEGFR_ID6_MKN1_HM_3min	CET_level	0	0	ID6_MKN1_HM_3min__0EGF
plot79	Starvation medium, MKN1 cell line, t = 3 min	MeanAndSD	LinePlot	CET [$\mu$g/ml]	lin	pEGFR	lin	30 ng/ml EGF	pEGFR_ID6_MKN1_HM_3min	CET_level	0	0	ID6_MKN1_HM_3min__30EGF
