observableId	preequilibrationConditionId	simulationConditionId	measurement	time	datasetId
obs_pRB__nuc_median		wt	0.931198837	87782.84001	Nucleus
obs_pRB__nuc_median		wt	0.851970391	87983.20625	Nucleus
obs_pRB__nuc_median		wt	0.877059395	88183.98016	Nucleus
obs_pRB__nuc_median		wt	0.707246314	88385.16337	Nucleus
obs_pRB__nuc_median		wt	1.003296782	88586.75766	Nucleus
obs_pRB__nuc_median		wt	0.863590519	88788.76455	Nucleus
obs_pRB__nuc_median		wt	0.96500298	88991.1858	Nucleus
obs_pRB__nuc_median		wt	0.873626182	89194.02319	Nucleus
obs_pRB__nuc_median		wt	1.144059353	89397.27831	Nucleus
obs_pRB__nuc_median		wt	0.953382852	89600.95299	Nucleus
obs_pRB__nuc_median		wt	1.181560924	89805.04894	Nucleus
obs_pRB__nuc_median		wt	0.947044547	90009.56781	Nucleus
obs_pRB__nuc_median		wt	1.023103893	90214.51152	Nucleus
obs_pRB__nuc_median		wt	1.056379881	90419.8817	Nucleus
obs_pRB__nuc_median		wt	0.998807191	90625.6802	Nucleus
obs_pRB__nuc_median		wt	0.992732998	90831.9088	Nucleus
obs_pRB__nuc_median		wt	0.681365044	91038.56921	Nucleus
obs_pRB__nuc_median		wt	1.078035637	91245.66341	Nucleus
obs_pRB__nuc_median		wt	0.888415445	91453.19311	Nucleus
obs_pRB__nuc_median		wt	0.834011925	91661.16023	Nucleus
obs_pRB__nuc_median		wt	1.136136481	91869.56648	Nucleus
obs_pRB__nuc_median		wt	1.297234561	92078.41384	Nucleus
obs_pRB__nuc_median		wt	0.867287843	92287.70416	Nucleus
obs_pRB__nuc_median		wt	1.054003012	92497.43929	Nucleus
obs_pRB__nuc_median		wt	0.913768595	92707.62114	Nucleus
obs_pRB__nuc_median		wt	0.7959822	92918.25162	Nucleus
obs_pRB__nuc_median		wt	1.28112474	93129.33265	Nucleus
obs_pRB__nuc_median		wt	0.470089061	93340.86615	Nucleus
obs_pRB__nuc_median		wt	0.820278971	93552.85409	Nucleus
obs_pRB__nuc_median		wt	1.006729994	93765.29834	Nucleus
obs_pRB__nuc_median		wt	1.028649897	93978.201	Nucleus
obs_pRB__nuc_median		wt	1.00937094	94191.56399	Nucleus
obs_pRB__nuc_median		wt	0.997750778	94405.3893	Nucleus
obs_pRB__nuc_median		wt	1.184201835	94619.67898	Nucleus
obs_pRB__nuc_median		wt	1.05004161	94834.43493	Nucleus
obs_pRB__nuc_median		wt	0.777231502	95049.6593	Nucleus
obs_pRB__nuc_median		wt	0.973189929	95265.35411	Nucleus
obs_pRB__nuc_median		wt	0.831370979	95481.52144	Nucleus
obs_pRB__nuc_median		wt	0.843255218	95698.16332	Nucleus
obs_pRB__nuc_median		wt	0.950213717	95915.28189	Nucleus
obs_pRB__nuc_median		wt	0.670801226	96132.87918	Nucleus
obs_pRB__nuc_median		wt	0.544563839	96350.9574	Nucleus
obs_pRB__nuc_median		wt	1.093353123	96569.51858	Nucleus
obs_pRB__nuc_median		wt	1.018086113	96788.56493	Nucleus
obs_pRB__nuc_median		wt	0.815261157	97008.09863	Nucleus
obs_pRB__nuc_median		wt	1.380160262	97228.12173	Nucleus
obs_pRB__nuc_median		wt	1.47998819	97448.63656	Nucleus
obs_pRB__nuc_median		wt	1.003560893	97669.6453	Nucleus
obs_pRB__nuc_median		wt	0.953118775	97891.15009	Nucleus
obs_pRB__nuc_median		wt	1.022047549	98113.15316	Nucleus
obs_pRB__nuc_median		wt	0.907166213	98335.65686	Nucleus
obs_pRB__nuc_median		wt	1.127685454	98558.66336	Nucleus
obs_pRB__nuc_median		wt	0.944931825	98782.175	Nucleus
obs_pRB__nuc_median		wt	1.092824934	99006.19403	Nucleus
obs_pRB__nuc_median		wt	0.864911009	99230.72277	Nucleus
obs_pRB__nuc_median		wt	0.939121675	99455.76356	Nucleus
obs_pRB__nuc_median		wt	1.12346001	99681.31872	Nucleus
obs_pRB__nuc_median		wt	1.123988199	99907.39063	Nucleus
obs_pRB__nuc_median		wt	1.070112799	100133.9816	Nucleus
obs_pRB__nuc_median		wt	0.943875378	100361.0941	Nucleus
obs_pRB__nuc_median		wt	1.062718185	100588.7306	Nucleus
obs_pRB__nuc_median		wt	1.056379881	100816.8933	Nucleus
obs_pRB__nuc_median		wt	1.007258183	101045.5848	Nucleus
obs_pRB__nuc_median		wt	1.192652862	101274.8075	Nucleus
obs_pRB__nuc_median		wt	0.985074238	101504.564	Nucleus
obs_pRB__nuc_median		wt	1.008578708	101734.8566	Nucleus
obs_pRB__nuc_median		wt	0.813676624	101965.6879	Nucleus
obs_pRB__nuc_median		wt	0.770100896	102197.0604	Nucleus
obs_pRB__nuc_median		wt	1.066943664	102428.9767	Nucleus
obs_pRB__nuc_median		wt	0.882077209	102661.4393	Nucleus
obs_pRB__nuc_median		wt	1.32364402	102894.4509	Nucleus
obs_pRB__nuc_median		wt	0.807074207	103128.0139	Nucleus
obs_pRB__nuc_median		wt	0.761649869	103362.1311	Nucleus
obs_pRB__nuc_median		wt	1.196350186	103596.805	Nucleus
obs_pRB__nuc_median		wt	1.147756747	103832.0384	Nucleus
obs_pRB__nuc_median		wt	1.313080133	104067.8338	Nucleus
obs_pRB__nuc_median		wt	1.027329406	104304.194	Nucleus
obs_pRB__nuc_median		wt	1.315721183	104541.1217	Nucleus
obs_pRB__nuc_median		wt	1.140890253	104778.6196	Nucleus
obs_pRB__nuc_median		wt	0.963418447	105016.6905	Nucleus
obs_pRB__nuc_median		wt	0.996430322	105255.3372	Nucleus
obs_pRB__nuc_median		wt	1.181032734	105494.5624	Nucleus
obs_pRB__nuc_median		wt	1.00250448	105734.3689	Nucleus
obs_pRB__nuc_median		wt	1.228569761	105974.7596	Nucleus
obs_pRB__nuc_median		wt	1.350317591	106215.7374	Nucleus
obs_pRB__nuc_median		wt	1.237548977	106457.3051	Nucleus
obs_pRB__nuc_median		wt	1.036836812	106699.4655	Nucleus
obs_pRB__nuc_median		wt	1.145115766	106942.2217	Nucleus
obs_pRB__nuc_median		wt	1.055851691	107185.5766	Nucleus
obs_pRB__nuc_median		wt	1.10180415	107429.533	Nucleus
obs_pRB__nuc_median		wt	1.10391701	107674.0941	Nucleus
obs_pRB__nuc_median		wt	0.480388768	107919.2627	Nucleus
obs_pRB__nuc_median		wt	0.73207124	108165.0421	Nucleus
obs_pRB__nuc_median		wt	0.698795253	108411.4351	Nucleus
obs_pRB__nuc_median		wt	1.154095052	108658.4448	Nucleus
obs_pRB__nuc_median		wt	1.134551948	108906.0744	Nucleus
obs_pRB__nuc_median		wt	0.793869478	109154.3269	Nucleus
obs_pRB__nuc_median		wt	1.118178049	109403.2056	Nucleus
obs_pRB__nuc_median		wt	0.921691432	109652.7135	Nucleus
obs_pRB__nuc_median		wt	1.182089078	109902.854	Nucleus
obs_pRB__nuc_median		wt	0.918786409	110153.6301	Nucleus
obs_pRB__nuc_median		wt	1.0537389	110405.0451	Nucleus
obs_pRB__nuc_median		wt	0.91640954	110657.1023	Nucleus
obs_pRB__nuc_median		wt	1.057436259	110909.805	Nucleus
obs_pRB__nuc_median		wt	1.129270126	111163.1565	Nucleus
obs_pRB__nuc_median		wt	1.014388754	111417.16	Nucleus
obs_pRB__nuc_median		wt	1.258676613	111671.8191	Nucleus
obs_pRB__nuc_median		wt	0.978735967	111927.1371	Nucleus
obs_pRB__nuc_median		wt	1.098106895	112183.1174	Nucleus
obs_pRB__nuc_median		wt	0.912976294	112439.7634	Nucleus
obs_pRB__nuc_median		wt	0.943875412	112697.0787	Nucleus
obs_pRB__nuc_median		wt	1.20638585	112955.0666	Nucleus
obs_pRB__nuc_median		wt	0.949157339	113213.7308	Nucleus
obs_pRB__nuc_median		wt	1.08543032	113473.0748	Nucleus
obs_pRB__nuc_median		wt	1.098635084	113733.1022	Nucleus
obs_pRB__nuc_median		wt	1.190276028	113993.8166	Nucleus
obs_pRB__nuc_median		wt	1.075922915	114255.2216	Nucleus
obs_pRB__nuc_median		wt	0.730486707	114517.321	Nucleus
obs_pRB__nuc_median		wt	1.054267158	114780.1183	Nucleus
obs_pRB__nuc_median		wt	1.266599485	115043.6174	Nucleus
obs_pRB__nuc_median		wt	1.144587543	115307.8219	Nucleus
obs_pRB__nuc_median		wt	0.951270061	115572.7357	Nucleus
obs_pRB__nuc_median		wt	1.227777459	115838.3627	Nucleus
obs_pRB__nuc_median		wt	1.052946634	116104.7065	Nucleus
obs_pRB__nuc_median		wt	1.255771624	116371.7712	Nucleus
obs_pRB__nuc_median		wt	1.223552015	116639.5606	Nucleus
obs_pRB__nuc_median		wt	1.179448201	116908.0788	Nucleus
obs_pRB__nuc_median		wt	1.305157261	117177.3295	Nucleus
obs_pRB__nuc_median		wt	1.115537138	117447.3169	Nucleus
obs_pRB__nuc_median		wt	1.043175116	117718.045	Nucleus
obs_pRB__nuc_median		wt	1.138249342	117989.518	Nucleus
obs_pRB__nuc_median		wt	1.267655864	118261.7397	Nucleus
obs_pRB__nuc_median		wt	0.894753784	118534.7146	Nucleus
obs_pRB__nuc_median		wt	0.964474825	118808.4466	Nucleus
obs_pRB__nuc_median		wt	0.406706256	119082.9401	Nucleus
obs_pRB__nuc_median		wt	1.130854693	119358.1993	Nucleus
obs_pRB__nuc_median		wt	1.15832053	119634.2283	Nucleus
obs_pRB__nuc_median		wt	0.996694434	119911.0318	Nucleus
obs_pRB__nuc_median		wt	1.137192998	120188.6138	Nucleus
obs_pRB__nuc_median		wt	1.183145457	120466.9788	Nucleus
obs_pRB__nuc_median		wt	1.150397658	120746.1313	Nucleus
obs_pRB__nuc_median		wt	1.419246366	121026.0757	Nucleus
obs_pRB__nuc_median		wt	1.590379867	121306.8166	Nucleus
obs_pRB__nuc_median		wt	1.295121701	121588.3584	Nucleus
obs_pRB__nuc_median		wt	1.051890255	121870.7057	Nucleus
obs_pRB__nuc_median		wt	1.109727022	122153.8633	Nucleus
obs_pRB__nuc_median		wt	1.071169212	122437.8357	Nucleus
obs_pRB__nuc_median		wt	1.053210711	122722.6277	Nucleus
obs_pRB__nuc_median		wt	1.005409538	123008.2439	Nucleus
obs_pRB__nuc_median		wt	1.035252279	123294.6892	Nucleus
obs_pRB__nuc_median		wt	1.467575797	123581.9684	Nucleus
obs_pRB__nuc_median		wt	1.129798315	123870.0864	Nucleus
obs_pRB__nuc_median		wt	1.156735963	124159.0481	Nucleus
obs_pRB__nuc_median		wt	1.518282027	124448.8584	Nucleus
obs_pRB__nuc_median		wt	1.078035637	124739.5223	Nucleus
obs_pRB__nuc_median		wt	1.292744867	125031.045	Nucleus
obs_pRB__nuc_median		wt	1.159112797	125323.4314	Nucleus
obs_pRB__nuc_median		wt	0.981112801	125616.6867	Nucleus
obs_pRB__nuc_median		wt	1.417661833	125910.8161	Nucleus
obs_pRB__nuc_median		wt	1.471537163	126205.8248	Nucleus
obs_pRB__nuc_median		wt	1.005145461	126501.7181	Nucleus
obs_pRB__nuc_median		wt	0.992732998	126798.5013	Nucleus
obs_pRB__nuc_median		wt	1.246000003	127096.1798	Nucleus
obs_pRB__nuc_median		wt	1.044759684	127394.759	Nucleus
obs_pRB__nuc_median		wt	1.116593516	127694.2443	Nucleus
obs_pRB__nuc_median		wt	1.154623241	127994.6413	Nucleus
obs_pRB__nuc_median		wt	1.076979293	128295.9556	Nucleus
obs_pRB__nuc_median		wt	1.130854693	128598.1927	Nucleus
obs_pRB__nuc_median		wt	1.177863495	128901.3584	Nucleus
obs_pRB__nuc_median		wt	1.133495604	129205.4583	Nucleus
obs_pRB__nuc_median		wt	1.549709231	129510.4982	Nucleus
obs_pRB__nuc_median		wt	1.301460006	129816.4839	Nucleus
obs_pRB__nuc_median		wt	1.173373974	130123.4215	Nucleus
obs_pRB__nuc_median		wt	1.018614302	130431.3168	Nucleus
obs_pRB__nuc_median		wt	1.604112855	130740.1757	Nucleus
obs_pRB__nuc_median		wt	1.876130663	131050.0043	Nucleus
obs_pRB__nuc_median		wt	0.882077209	131360.8087	Nucleus
obs_pRB__nuc_median		wt	1.192388784	131672.5952	Nucleus
obs_pRB__nuc_median		wt	1.379632073	131985.37	Nucleus
obs_pRB__nuc_median		wt	1.204801317	132299.1392	Nucleus
obs_pRB__nuc_median		wt	1.595133639	132613.9093	Nucleus
obs_pRB__nuc_median		wt	1.54706832	132929.6867	Nucleus
obs_pRB__nuc_median		wt	1.31968255	133246.4777	Nucleus
obs_pRB__nuc_median		wt	1.472065318	133564.2891	Nucleus
obs_pRB__nuc_median		wt	1.265014952	133883.1274	Nucleus
obs_pRB__nuc_median		wt	1.775246357	134202.9991	Nucleus
obs_pRB__nuc_median		wt	1.459917002	134523.911	Nucleus
obs_pRB__nuc_median		wt	1.573477813	134845.87	Nucleus
obs_pRB__nuc_median		wt	1.202160267	135168.8829	Nucleus
obs_pRB__nuc_median		wt	1.267919941	135492.9565	Nucleus
obs_pRB__nuc_median		wt	1.197406634	135818.098	Nucleus
obs_pRB__nuc_median		wt	1.637388843	136144.3143	Nucleus
obs_pRB__nuc_median		wt	1.436148454	136471.6126	Nucleus
obs_Skp2__nuc_median		wt	0.96189334	0	Nucleus
obs_Skp2__nuc_median		wt	1.143939617	164.6044632	Nucleus
obs_Skp2__nuc_median		wt	0.941597546	329.4838944	Nucleus
obs_Skp2__nuc_median		wt	0.606410991	494.6393196	Nucleus
obs_Skp2__nuc_median		wt	0.442815325	660.071628	Nucleus
obs_Skp2__nuc_median		wt	0.630396826	825.7817088	Nucleus
obs_Skp2__nuc_median		wt	0.301360394	991.770588	Nucleus
obs_Skp2__nuc_median		wt	0.462495978	1158.039086	Nucleus
obs_Skp2__nuc_median		wt	0.464956059	1324.58823	Nucleus
obs_Skp2__nuc_median		wt	0.584270257	1491.418908	Nucleus
obs_Skp2__nuc_median		wt	0.907771465	1658.532146	Nucleus
obs_Skp2__nuc_median		wt	1.207901818	1825.928903	Nucleus
obs_Skp2__nuc_median		wt	1.624271146	1993.610066	Nucleus
obs_Skp2__nuc_median		wt	0.43420504	2161.576595	Nucleus
obs_Skp2__nuc_median		wt	0.616251317	2329.829582	Nucleus
obs_Skp2__nuc_median		wt	0.662377967	2498.369918	Nucleus
obs_Skp2__nuc_median		wt	0.506162546	2667.198629	Nucleus
obs_Skp2__nuc_median		wt	1.306305242	2836.316603	Nucleus
obs_Skp2__nuc_median		wt	0.43420504	3005.725003	Nucleus
obs_Skp2__nuc_median		wt	0.504317445	3175.424651	Nucleus
obs_Skp2__nuc_median		wt	1.063986805	3345.41664	Nucleus
obs_Skp2__nuc_median		wt	0.842579143	3515.702065	Nucleus
obs_Skp2__nuc_median		wt	0.533838504	3686.281747	Nucleus
obs_Skp2__nuc_median		wt	0.535068545	3857.156849	Nucleus
obs_Skp2__nuc_median		wt	0.491401976	4028.328328	Nucleus
obs_Skp2__nuc_median		wt	0.77615686	4199.797278	Nucleus
obs_Skp2__nuc_median		wt	0.383773287	4371.564658	Nucleus
obs_Skp2__nuc_median		wt	0.414524387	4543.631561	Nucleus
obs_Skp2__nuc_median		wt	0.537528626	4715.999014	Nucleus
obs_Skp2__nuc_median		wt	0.345641942	4888.668042	Nucleus
obs_Skp2__nuc_median		wt	0.482176711	5061.63974	Nucleus
obs_Skp2__nuc_median		wt	0.37270292	5234.915203	Nucleus
obs_Skp2__nuc_median		wt	0.560899401	5408.495456	Nucleus
obs_Skp2__nuc_median		wt	0.474796385	5582.381594	Nucleus
obs_Skp2__nuc_median		wt	0.656842743	5756.574643	Nucleus
obs_Skp2__nuc_median		wt	0.430514917	5931.075697	Nucleus
obs_Skp2__nuc_median		wt	0.291520068	6105.885919	Nucleus
obs_Skp2__nuc_median		wt	0.319811086	6281.006335	Nucleus
obs_Skp2__nuc_median		wt	0.3733179	6456.438108	Nucleus
obs_Skp2__nuc_median		wt	0.271224354	6632.182332	Nucleus
obs_Skp2__nuc_median		wt	0.468646262	6808.240102	Nucleus
obs_Skp2__nuc_median		wt	0.448965529	6984.612511	Nucleus
obs_Skp2__nuc_median		wt	0.412064306	7161.300724	Nucleus
obs_Skp2__nuc_median		wt	0.405914021	7338.305833	Nucleus
obs_Skp2__nuc_median		wt	0.38869345	7515.629071	Nucleus
obs_Skp2__nuc_median		wt	0.744175719	7693.271464	Nucleus
obs_Skp2__nuc_median		wt	0.439125203	7871.234242	Nucleus
obs_Skp2__nuc_median		wt	0.495707159	8049.518568	Nucleus
obs_Skp2__nuc_median		wt	0.394843654	8228.125606	Nucleus
obs_Skp2__nuc_median		wt	0.430514917	8407.056449	Nucleus
obs_Skp2__nuc_median		wt	0.443430386	8586.312329	Nucleus
obs_Skp2__nuc_median		wt	0.371472879	8765.894408	Nucleus
obs_Skp2__nuc_median		wt	0.373932961	8945.803987	Nucleus
obs_Skp2__nuc_median		wt	0.664222988	9126.042091	Nucleus
obs_Skp2__nuc_median		wt	0.383773287	9306.61002	Nucleus
obs_Skp2__nuc_median		wt	0.405299041	9487.508936	Nucleus
obs_Skp2__nuc_median		wt	0.467416141	9668.740072	Nucleus
obs_Skp2__nuc_median		wt	0.74540584	9850.304725	Nucleus
obs_Skp2__nuc_median		wt	0.600260787	10032.20399	Nucleus
obs_Skp2__nuc_median		wt	0.340721779	10214.43924	Nucleus
obs_Skp2__nuc_median		wt	1.15008974	10397.01156	Nucleus
obs_Skp2__nuc_median		wt	0.556594299	10579.9224	Nucleus
obs_Skp2__nuc_median		wt	0.482176711	10763.17284	Nucleus
obs_Skp2__nuc_median		wt	0.472951365	10946.76425	Nucleus
obs_Skp2__nuc_median		wt	0.539988708	11130.6978	Nucleus
obs_Skp2__nuc_median		wt	0.432974999	11314.97486	Nucleus
obs_Skp2__nuc_median		wt	0.282909782	11499.59672	Nucleus
obs_Skp2__nuc_median		wt	0.415754347	11684.56461	Nucleus
obs_Skp2__nuc_median		wt	0.41882949	11869.87984	Nucleus
obs_Skp2__nuc_median		wt	0.405299041	12055.54378	Nucleus
obs_Skp2__nuc_median		wt	0.37270292	12241.55764	Nucleus
obs_Skp2__nuc_median		wt	0.291520068	12427.92282	Nucleus
obs_Skp2__nuc_median		wt	0.549213973	12614.64066	Nucleus
obs_Skp2__nuc_median		wt	0.338261698	12801.71247	Nucleus
obs_Skp2__nuc_median		wt	0.405914021	12989.13955	Nucleus
obs_Skp2__nuc_median		wt	0.333341535	13176.92334	Nucleus
obs_Skp2__nuc_median		wt	0.381313206	13365.06513	Nucleus
obs_Skp2__nuc_median		wt	0.468646262	13553.56629	Nucleus
obs_Skp2__nuc_median		wt	0.680213518	13742.42827	Nucleus
obs_Skp2__nuc_median		wt	0.444045366	13931.65236	Nucleus
obs_Skp2__nuc_median		wt	0.373932961	14121.23999	Nucleus
obs_Skp2__nuc_median		wt	0.583040135	14311.1926	Nucleus
obs_Skp2__nuc_median		wt	0.424979694	14501.51157	Nucleus
obs_Skp2__nuc_median		wt	0.458805855	14692.19825	Nucleus
obs_Skp2__nuc_median		wt	0.383773287	14883.25415	Nucleus
obs_Skp2__nuc_median		wt	0.488326915	15074.68065	Nucleus
obs_Skp2__nuc_median		wt	0.526458179	15266.47924	Nucleus
obs_Skp2__nuc_median		wt	1.237422797	15458.65137	Nucleus
obs_Skp2__nuc_median		wt	0.523998097	15651.1984	Nucleus
obs_Skp2__nuc_median		wt	0.437895162	15844.12196	Nucleus
obs_Skp2__nuc_median		wt	0.380083165	16037.42337	Nucleus
obs_Skp2__nuc_median		wt	0.457575815	16231.10413	Nucleus
obs_Skp2__nuc_median		wt	0.466186181	16425.16587	Nucleus
obs_Skp2__nuc_median		wt	0.975423708	16619.60991	Nucleus
obs_Skp2__nuc_median		wt	0.514157771	16814.43793	Nucleus
obs_Skp2__nuc_median		wt	0.410834184	17009.65133	Nucleus
obs_Skp2__nuc_median		wt	1.029545663	17205.25166	Nucleus
obs_Skp2__nuc_median		wt	0.466186181	17401.24051	Nucleus
obs_Skp2__nuc_median		wt	0.496322139	17597.61937	Nucleus
obs_Skp2__nuc_median		wt	0.435435081	17794.38975	Nucleus
obs_Skp2__nuc_median		wt	0.722649965	17991.55337	Nucleus
obs_Skp2__nuc_median		wt	0.932372281	18189.11165	Nucleus
obs_Skp2__nuc_median		wt	0.397918796	18387.06625	Nucleus
obs_Skp2__nuc_median		wt	1.035695867	18585.41879	Nucleus
obs_Skp2__nuc_median		wt	0.511697689	18784.17079	Nucleus
obs_Skp2__nuc_median		wt	0.479716629	18983.32396	Nucleus
obs_Skp2__nuc_median		wt	0.365322676	19182.8798	Nucleus
obs_Skp2__nuc_median		wt	0.533838504	19382.84001	Nucleus
obs_Skp2__nuc_median		wt	0.544908871	19583.20625	Nucleus
obs_Skp2__nuc_median		wt	0.552289116	19783.98016	Nucleus
obs_Skp2__nuc_median		wt	0.58919042	19985.16337	Nucleus
obs_Skp2__nuc_median		wt	0.508622628	20186.75766	Nucleus
obs_Skp2__nuc_median		wt	0.57442985	20388.76455	Nucleus
obs_Skp2__nuc_median		wt	0.615021276	20591.1858	Nucleus
obs_Skp2__nuc_median		wt	1.199291533	20794.02319	Nucleus
obs_Skp2__nuc_median		wt	0.287829945	20997.27831	Nucleus
obs_Skp2__nuc_median		wt	0.923761995	21200.95299	Nucleus
obs_Skp2__nuc_median		wt	1.503112008	21405.04894	Nucleus
obs_Skp2__nuc_median		wt	0.458805855	21609.56781	Nucleus
obs_Skp2__nuc_median		wt	0.536298586	21814.51152	Nucleus
obs_Skp2__nuc_median		wt	0.504317445	22019.8817	Nucleus
obs_Skp2__nuc_median		wt	0.642697234	22225.6802	Nucleus
obs_Skp2__nuc_median		wt	0.3733179	22431.9088	Nucleus
obs_Skp2__nuc_median		wt	0.38746341	22638.56921	Nucleus
obs_Skp2__nuc_median		wt	0.440355244	22845.66341	Nucleus
obs_Skp2__nuc_median		wt	0.757706168	23053.19311	Nucleus
obs_Skp2__nuc_median		wt	0.370857819	23261.16023	Nucleus
obs_Skp2__nuc_median		wt	0.471106344	23469.56648	Nucleus
obs_Skp2__nuc_median		wt	0.728185189	23678.41384	Nucleus
obs_Skp2__nuc_median		wt	0.389923491	23887.70416	Nucleus
obs_Skp2__nuc_median		wt	0.682673599	24097.43929	Nucleus
obs_Skp2__nuc_median		wt	0.487096874	24307.62114	Nucleus
obs_Skp2__nuc_median		wt	0.901621181	24518.25162	Nucleus
obs_Skp2__nuc_median		wt	0.515387812	24729.33265	Nucleus
obs_Skp2__nuc_median		wt	0.467416141	24940.86615	Nucleus
obs_Skp2__nuc_median		wt	0.803217757	25152.85409	Nucleus
obs_Skp2__nuc_median		wt	0.678983477	25365.29834	Nucleus
obs_Skp2__nuc_median		wt	0.57442985	25578.201	Nucleus
obs_Skp2__nuc_median		wt	0.610101113	25791.56399	Nucleus
obs_Skp2__nuc_median		wt	0.531378342	26005.3893	Nucleus
obs_Skp2__nuc_median		wt	0.581810175	26219.67898	Nucleus
obs_Skp2__nuc_median		wt	0.581810175	26434.43493	Nucleus
obs_Skp2__nuc_median		wt	0.934832362	26649.6593	Nucleus
obs_Skp2__nuc_median		wt	0.919456812	26865.35411	Nucleus
obs_Skp2__nuc_median		wt	1.075672233	27081.52144	Nucleus
obs_Skp2__nuc_median		wt	0.720804944	27298.16332	Nucleus
obs_Skp2__nuc_median		wt	0.918841832	27515.28189	Nucleus
obs_Skp2__nuc_median		wt	0.645157315	27732.87918	Nucleus
obs_Skp2__nuc_median		wt	1.150089821	27950.9574	Nucleus
obs_Skp2__nuc_median		wt	0.607641031	28169.51858	Nucleus
obs_Skp2__nuc_median		wt	0.717729802	28388.56493	Nucleus
obs_Skp2__nuc_median		wt	0.832738816	28608.09863	Nucleus
obs_Skp2__nuc_median		wt	0.851189428	28828.12173	Nucleus
obs_Skp2__nuc_median		wt	0.691283966	29048.63656	Nucleus
obs_Skp2__nuc_median		wt	0.873330243	29269.6453	Nucleus
obs_Skp2__nuc_median		wt	0.905926364	29491.15009	Nucleus
obs_Skp2__nuc_median		wt	0.733105352	29713.15316	Nucleus
obs_Skp2__nuc_median		wt	0.635316989	29935.65686	Nucleus
obs_Skp2__nuc_median		wt	0.706044455	30158.66336	Nucleus
obs_Skp2__nuc_median		wt	1.168540433	30382.175	Nucleus
obs_Skp2__nuc_median		wt	1.147629659	30606.19403	Nucleus
obs_Skp2__nuc_median		wt	1.598440289	30830.72277	Nucleus
obs_Skp2__nuc_median		wt	1.019705256	31055.76356	Nucleus
obs_Skp2__nuc_median		wt	1.129179128	31281.31872	Nucleus
obs_Skp2__nuc_median		wt	1.292774632	31507.39063	Nucleus
obs_Skp2__nuc_median		wt	0.9938744	31733.98164	Nucleus
obs_Skp2__nuc_median		wt	0.733105352	31961.09413	Nucleus
obs_Skp2__nuc_median		wt	0.949592852	32188.73056	Nucleus
obs_Skp2__nuc_median		wt	1.33521124	32416.89326	Nucleus
obs_Skp2__nuc_median		wt	1.166080351	32645.58476	Nucleus
obs_Skp2__nuc_median		wt	1.212821981	32874.80752	Nucleus
obs_Skp2__nuc_median		wt	1.562154046	33104.56395	Nucleus
obs_Skp2__nuc_median		wt	1.256488469	33334.85655	Nucleus
obs_Skp2__nuc_median		wt	1.459445439	33565.68788	Nucleus
obs_Skp2__nuc_median		wt	1.146399618	33797.06039	Nucleus
obs_Skp2__nuc_median		wt	1.194371289	34028.97668	Nucleus
obs_Skp2__nuc_median		wt	1.324755853	34261.43934	Nucleus
obs_Skp2__nuc_median		wt	1.050456357	34494.45085	Nucleus
obs_Skp2__nuc_median		wt	1.188221166	34728.01394	Nucleus
obs_Skp2__nuc_median		wt	1.244803041	34962.13106	Nucleus
obs_Skp2__nuc_median		wt	1.081822437	35196.80503	Nucleus
obs_Skp2__nuc_median		wt	1.344436586	35432.03838	Nucleus
obs_Skp2__nuc_median		wt	1.209131859	35667.83377	Nucleus
obs_Skp2__nuc_median		wt	1.11810868	35904.194	Nucleus
obs_Skp2__nuc_median		wt	1.003099666	36141.12168	Nucleus
obs_Skp2__nuc_median		wt	0.915151629	36378.61962	Nucleus
obs_Skp2__nuc_median		wt	2.015424758	36616.69054	Nucleus
obs_Skp2__nuc_median		wt	1.357966954	36855.33718	Nucleus
obs_Skp2__nuc_median		wt	1.628576409	37094.56235	Nucleus
obs_Skp2__nuc_median		wt	1.67716298	37334.36892	Nucleus
obs_Skp2__nuc_median		wt	1.278014223	37574.75962	Nucleus
obs_Skp2__nuc_median		wt	1.765111097	37815.73741	Nucleus
obs_Skp2__nuc_median		wt	1.685158285	38057.30507	Nucleus
obs_Skp2__nuc_median		wt	1.751580568	38299.46549	Nucleus
obs_Skp2__nuc_median		wt	1.105808272	38542.22167	Nucleus
obs_Skp2__nuc_median		wt	1.155009984	38785.57656	Nucleus
obs_Skp2__nuc_median		wt	1.556003761	39029.53303	Nucleus
obs_Skp2__nuc_median		wt	1.772491261	39274.09408	Nucleus
obs_Skp2__nuc_median		wt	1.649487102	39519.26273	Nucleus
obs_Skp2__nuc_median		wt	1.312455445	39765.04206	Nucleus
obs_Skp2__nuc_median		wt	1.806932564	40011.43507	Nucleus
obs_Skp2__nuc_median		wt	0.972963707	40258.44477	Nucleus
obs_Skp2__nuc_median		wt	2.060321206	40506.07439	Nucleus
obs_Skp2__nuc_median		wt	1.255873408	40754.32692	Nucleus
obs_Skp2__nuc_median		wt	1.701148896	41003.20559	Nucleus
obs_Skp2__nuc_median		wt	1.408398707	41252.71353	Nucleus
obs_Skp2__nuc_median		wt	1.08612762	41502.85398	Nucleus
obs_Skp2__nuc_median		wt	1.779256606	41753.63006	Nucleus
obs_Skp2__nuc_median		wt	1.123028843	42005.04507	Nucleus
obs_Skp2__nuc_median		wt	1.512952334	42257.10228	Nucleus
obs_Skp2__nuc_median		wt	1.258333571	42509.80499	Nucleus
obs_Skp2__nuc_median		wt	1.252183367	42763.15647	Nucleus
