parameterId	parameterName	lowerBound	upperBound	nominalValue	estimate	priorDistribution	priorParameters
ic_wt_Cyt__FOXM1_DBD_Thr600p_		2296334161.0	158966000000000.0	127790000000.0	true	uniform	2296334161.0;158966000000000.0
ic_wt_Cyt__WEE1_Ser123u_		2950002948.0	1560000000000.0	7437732275.0	true	uniform	2950002948.0;1560000000000.0
ic_wt_Cyt__CCNB_CDK1_Thr14_Tyr15p_CDKN1A_		156253999.8	90399999097.0	2419300093.0	true	uniform	156253999.8;90399999097.0
ic_wt_Cyt__WEE1_Ser123p_		59000000.0	129000000000000.0	65253602036.0	true	uniform	59000000.0;129000000000000.0
ic_wt_Cyt__CDC25_pSitesp_		5550000000.0	344000000000000.0	170877000000.0	true	uniform	5550000000.0;344000000000000.0
ic_wt_Cyt__CDC25_pSitesu_		189000000000.0	68000000000000.0	289856000000.0	true	uniform	189000000000.0;68000000000000.0
ic_wt_Cyt__MASTL_Thr198u_		227000000000.0	22700000000000.0	442648000000.0	true	uniform	227000000000.0;22700000000000.0
ic_wt_Cyt__MASTL_Thr198p_		1222522.026	1490000000.0	123333601.2	true	uniform	1222522.026;1490000000.0
ic_wt_Cyt__ENSA_ARPP19_PPP2R2B_Ser62_Ser67u_		2303928180.0	996000000000.0	509765000000.0	true	uniform	2303928180.0;996000000000.0
ic_wt_Cyt__ENSA_ARPP19_PPP2R2B_Ser62_Ser67p_		6760000.0	192000000000000.0	13275047360.0	true	uniform	6760000.0;192000000000000.0
ic_wt_Cyt__ENSA_ARPP19_PPP2R2B_1_Ser62_Ser67p__PPP2R2B_ENSA_ARPP19_1_		520000519.6	186000000000.0	865451628.2	true	uniform	520000519.6;186000000000.0
ic_wt_Cyt__SKP2		58130.53376	120400000000.0	904221582.5	true	uniform	58130.53376;120400000000.0
ic_wt_Cyt__TP53_DBD_Ser15p_		0.0	0.0	0.0	false	uniform	0.0;0.0
ic_wt_Cyt__FOXO_DBD_		6487032562.0	649000000000.0	7232825338.0	true	uniform	6487032562.0;649000000000.0
ic_wt_Num__NUP_pSitesu_		159.6051229	122925.1355	335.9913624	true	uniform	159.6051229;122925.1355
ic_wt_Nuc__CCND		2292409288.0	229000000000.0	60200000000.0	false	uniform	2292409288.0;229000000000.0
ic_wt_Nuc__CCNE_CDKN1A_B_		1382084222.0	138000000000.0	4128326633.0	true	uniform	1382084222.0;138000000000.0
ic_wt_Nuc__E2F_DBD_RB1_Ser332u_		21474340568.0	417845000000000.0	24350554308.0	true	uniform	21474340568.0;417845000000000.0
ic_wt_Nuc__E2F_DBD_RB1_Ser332p_		5507971758.0	26693800000000.0	7485295628.0	true	uniform	5507971758.0;26693800000000.0
ic_wt_Nuc__CCNA_CDKN1A_B_		559463769.7	55946376969.0	5830088802.0	true	uniform	559463769.7;55946376969.0
ic_wt_Nuc__CCNB_CDK1_Thr14_Tyr15u_CDKN1A_		234061927.9	23406192790.0	1599344675.0	true	uniform	234061927.9;23406192790.0
ic_wt_Nuc__E2F_DBD_RB1_1_Ser332u__RB1_E2F_1_Ser807_Ser811u_		50852727.41	5085272741.0	52716564.59	true	uniform	50852727.41;5085272741.0
ic_wt_Nuc__E2F_DBD_RB1_1_Ser332p__RB1_E2F_1_Ser807_Ser811u_		45349999.55	46768567683.0	8713675677.0	true	uniform	45349999.55;46768567683.0
ic_wt_Nuc__RB1_E2F_Ser807_Ser811u_		2814081698.0	281000000000.0	26489266794.0	true	uniform	2814081698.0;281000000000.0
ic_wt_Nuc__RB1_E2F_Ser807_Ser811p_		33500000000.0	23900000000000.0	81389417647.0	true	uniform	33500000000.0;23900000000000.0
ic_wt_Nuc__PPP2R2B_ENSA_ARPP19_		11352119.84	41494366082.0	16675276230.0	true	uniform	11352119.84;41494366082.0
ic_wt_Nuc__APC_FBXO5_FZR1_CDC20_Ser355u_		12973089.49	49907897420.0	35904658902.0	true	uniform	12973089.49;49907897420.0
ic_wt_Nuc__CDC20_APC_		6790.024468	30954021010.0	23069833309.0	true	uniform	6790.024468;30954021010.0
ic_wt_Nuc__APC_FBXO5_FZR1_CDC20_1_Ser355p__CDC20_APC_1_		5762240395.0	1.33e+18	5993779837.0	true	uniform	5762240395.0;1.33e+18
ic_wt_Nuc__APC_FBXO5_FZR1_CDC20_Ser355p_		14755559.64	1475555964.0	113176633.1	true	uniform	14755559.64;1475555964.0
ic_wt_Nuc__APC_FBXO5_FZR1_CDC20_1_Ser355u__FZR1_APC_1_FBXO5_nTermu_		88714439.13	149135000000.0	74296998557.0	true	uniform	88714439.13;149135000000.0
ic_wt_Nuc__FZR1_APC_FBXO5_nTermu_		320000000.0	38400000000000.0	2283782795.0	true	uniform	320000000.0;38400000000000.0
ic_wt_Nuc__FZR1_APC_FBXO5_nTermp_		2778571736.0	278000000000.0	80813381428.0	true	uniform	2778571736.0;278000000000.0
ic_wt_Nuc__APC_FBXO5_1_FZR1_CDC20_2_Ser355u__FBXO5_APC_1_FZR1_3_Ser182u__FZR1_APC_2_FBXO5_3_nTermu_		1108384.849	54157689577.0	16649923502.0	true	uniform	1108384.849;54157689577.0
ic_wt_Nuc__FBXO5_APC_FZR1_Ser182u_		117614.5005	506697193.6	221897581.7	true	uniform	117614.5005;506697193.6
ic_wt_Nuc__APC_FBXO5_1_FZR1_CDC20_2_Ser355p__FBXO5_APC_1_FZR1_3_Ser182u__FZR1_APC_2_FBXO5_3_nTermu_		6650008.086	73089827649.0	864704572.2	true	uniform	6650008.086;73089827649.0
ic_wt_Nuc__APC_FBXO5_FZR1_CDC20_1_Ser355p__FZR1_APC_1_FBXO5_nTermu_		4000420063.0	3220000000000.0	12118496652.0	true	uniform	4000420063.0;3220000000000.0
ic_wt_Nuc__FBXO5_APC_FZR1_Ser182p_		1637688.753	2275664476.0	9394230.132	true	uniform	1637688.753;2275664476.0
ic_wt_Nuc__FOXM1_DBD_Thr600u_		3349999959.0	1298370000000.0	473857000000.0	true	uniform	3349999959.0;1298370000000.0
ic_wt_Nuc__FOXM1_DBD_Thr600p_		281670.8328	4599999944.0	3117397545.0	true	uniform	281670.8328;4599999944.0
ic_wt_Nuc__CCNB_promoter_FOXM1_1__FOXM1_DBD_1_Thr600p_		0.0	354484.3783	0.0	false	uniform	0.0;354484.3783
ic_wt_Nuc__CCNB_promoter_FOXM1_		598655.1562	59865515.62	6022000.0	false	uniform	598655.1562;59865515.62
ic_wt_Nuc__CDC20_promoter_FOXM1_		602145.3796	60214537.96	6022000.0	false	uniform	602145.3796;60214537.96
ic_wt_Nuc__CDC20_promoter_FOXM1_1__FOXM1_DBD_1_Thr600p_		0.0	5462.038242	0.0	false	uniform	0.0;5462.038242
ic_wt_Nuc__WEE1_Ser123u_		2192523551.0	1130000000000.0	589578000000.0	true	uniform	2192523551.0;1130000000000.0
ic_wt_Nuc__CCNB_CDK1_Thr14_Tyr15p_CDKN1A_		195970659.9	90399998901.0	21507379062.0	true	uniform	195970659.9;90399998901.0
ic_wt_Nuc__WEE1_Ser123p_		61800000.0	38100000000000.0	8877598409.0	true	uniform	61800000.0;38100000000000.0
ic_wt_Nuc__CDC25_pSitesp_		5540000000.0	296000000000000.0	291716000000.0	true	uniform	5540000000.0;296000000000000.0
ic_wt_Nuc__CDC25_pSitesu_		295000000000.0	522000000000000.0	511456000000.0	true	uniform	295000000000.0;522000000000000.0
ic_wt_Nuc__MASTL_Thr198u_		30780249252.0	3080000000000.0	746138000000.0	true	uniform	30780249252.0;3080000000000.0
ic_wt_Nuc__MASTL_Thr198p_		111.9845139	22300000.0	18020912.42	true	uniform	111.9845139;22300000.0
ic_wt_Nuc__ENSA_ARPP19_PPP2R2B_Ser62_Ser67u_		20528040992.0	2050000000000.0	369730000000.0	true	uniform	20528040992.0;2050000000000.0
ic_wt_Nuc__ENSA_ARPP19_PPP2R2B_Ser62_Ser67p_		0.086352423	1980000.0	96891.62128	true	uniform	0.086352423;1980000.0
ic_wt_Nuc__ENSA_ARPP19_PPP2R2B_1_Ser62_Ser67p__PPP2R2B_ENSA_ARPP19_1_		6675794498.0	668000000000.0	12272486242.0	true	uniform	6675794498.0;668000000000.0
ic_wt_Nuc__CCNE_promoter_E2F_		550975.8419	55097584.19	6022000.0	false	uniform	550975.8419;55097584.19
ic_wt_Nuc__CCNA_promoter_E2F_		550975.8419	55097584.19	6022000.0	false	uniform	550975.8419;55097584.19
ic_wt_Nuc__E2F_promoter_E2F_		550975.8419	55097584.19	6022000.0	false	uniform	550975.8419;55097584.19
ic_wt_Nuc__FBXO5_promoter_E2F_		550975.8419	55097584.19	6022000.0	false	uniform	550975.8419;55097584.19
ic_wt_Nuc__FOXM1_promoter_E2F_		550975.8419	55097584.19	6022000.0	false	uniform	550975.8419;55097584.19
ic_wt_Nuc__CCNE_promoter_E2F_1__E2F_DBD_1_RB1_Ser332u_		0.0	114466.0155	0.0	false	uniform	0.0;114466.0155
ic_wt_Nuc__CCNA_promoter_E2F_1__E2F_DBD_1_RB1_Ser332u_		0.0	114466.0155	0.0	false	uniform	0.0;114466.0155
ic_wt_Nuc__E2F_DBD_1_RB1_Ser332u__E2F_promoter_E2F_1_		0.0	114466.0155	0.0	false	uniform	0.0;114466.0155
ic_wt_Nuc__E2F_DBD_1_RB1_Ser332u__FBXO5_promoter_E2F_1_		0.0	114466.0155	0.0	false	uniform	0.0;114466.0155
ic_wt_Nuc__E2F_DBD_1_RB1_Ser332u__FOXM1_promoter_E2F_1_		0.0	114466.0155	0.0	false	uniform	0.0;114466.0155
ic_wt_Nuc__CCNE_promoter_E2F_1__E2F_DBD_1_RB1_Ser332p_		0.0	5007949.799	0.0	false	uniform	0.0;5007949.799
ic_wt_Nuc__CCNA_promoter_E2F_1__E2F_DBD_1_RB1_Ser332p_		0.0	5007949.799	0.0	false	uniform	0.0;5007949.799
ic_wt_Nuc__E2F_DBD_1_RB1_Ser332p__E2F_promoter_E2F_1_		0.0	5007949.799	0.0	false	uniform	0.0;5007949.799
ic_wt_Nuc__E2F_DBD_1_RB1_Ser332p__FBXO5_promoter_E2F_1_		0.0	5007949.799	0.0	false	uniform	0.0;5007949.799
ic_wt_Nuc__E2F_DBD_1_RB1_Ser332p__FOXM1_promoter_E2F_1_		0.0	5007949.799	0.0	false	uniform	0.0;5007949.799
ic_wt_Nuc__SKP2		13103822582.0	1310000000000.0	41372395495.0	true	uniform	13103822582.0;1310000000000.0
ic_wt_Nuc__TP53_DBD_Ser15p_		0.0	0.0	0.0	false	uniform	0.0;0.0
ic_wt_Nuc__CDKN1A_promoter_TP53_		602200.0	60220000.0	6022000.0	false	uniform	602200.0;60220000.0
ic_wt_Nuc__FOXO_DBD_		181303484.0	18122619294.0	6173058606.0	true	uniform	181303484.0;18122619294.0
ic_wt_Nuc__CDKN1B_promoter_FOXO_		1777.372886	12044000.0	6022000.0	false	uniform	1777.372886;12044000.0
ic_wt_Nuc__CDKN1A_promoter_TP53_1__TP53_DBD_1_Ser15p_		0.0	0.0	0.0	false	uniform	0.0;0.0
ic_wt_Cyt__CDKN1A_CCNE_A_B_Ser130u_		0.0	633363.7098	281884.0711	true	uniform	0.0;633363.7098
ic_wt_Nuc__CDKN1B_promoter_FOXO_1__FOXO_DBD_1_		0.0	60042262.71	0.0	false	uniform	0.0;60042262.71
ic_wt_Cyt__CDKN1B_CCNE_A_Thr187u_		15148275.57	1514827557.0	264475492.9	true	uniform	15148275.57;1514827557.0
ic_wt_Cyt__CCNA_CDKN1A_B_1__CDKN1A_CCNE_A_B_1_Ser130u_		0.0	340688357.1	61459.0657	true	uniform	0.0;340688357.1
ic_wt_Cyt__CCNE_CDKN1A_B_1__CDKN1A_CCNE_A_B_1_Ser130u_		1048299006.0	104830000000.0	1074843604.0	true	uniform	1048299006.0;104830000000.0
ic_wt_Cyt__CCNB_CDK1_Thr14_Tyr15u_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_		1425042666.0	142504000000.0	5718340364.0	true	uniform	1425042666.0;142504000000.0
ic_wt_Cyt__CCNB_CDK1_Thr14_Tyr15p_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_		2502.16018	250216.018	186434.2153	true	uniform	2502.16018;250216.018
ic_wt_Cyt__CDKN1A_CCNE_A_B_Ser130p_		205.2024231	20520.24231	2624.557098	true	uniform	205.2024231;20520.24231
ic_wt_Cyt__CCNA_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187u_		941.6172707	94161.72707	25326.16823	true	uniform	941.6172707;94161.72707
ic_wt_Cyt__CCNE_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187u_		751.7705485	75177.05485	5020.972863	true	uniform	751.7705485;75177.05485
ic_wt_Cyt__CDKN1B_CCNE_A_Thr187p_		0.0	35806.67302	4.547945652	true	uniform	0.0;35806.67302
ic_wt_Nuc__CDKN1A_CCNE_A_B_Ser130u_		0.0	19072.97936	4747.631151	true	uniform	0.0;19072.97936
ic_wt_Nuc__CDKN1B_CCNE_A_Thr187u_		0.0	594266348.5	566732957.0	true	uniform	0.0;594266348.5
ic_wt_Nuc__CCNA_CDKN1A_B_1__CDKN1A_CCNE_A_B_1_Ser130u_		209159399.0	20915939904.0	8490024601.0	true	uniform	209159399.0;20915939904.0
ic_wt_Nuc__CCNE_CDKN1A_B_1__CDKN1A_CCNE_A_B_1_Ser130u_		0.0	48482734905.0	43323121252.0	true	uniform	0.0;48482734905.0
ic_wt_Nuc__CCNB_CDK1_Thr14_Tyr15u_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_		34190595396.0	3419060000000.0	34667688641.0	true	uniform	34190595396.0;3419060000000.0
ic_wt_Nuc__CCNB_CDK1_Thr14_Tyr15p_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_		0.0	62119560780.0	21615284378.0	true	uniform	0.0;62119560780.0
ic_wt_Nuc__CDKN1A_CCNE_A_B_Ser130p_		15117189.16	1511718916.0	1151453403.0	true	uniform	15117189.16;1511718916.0
ic_wt_Cyt__CCNA_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187p_		0.0	494555730.7	0.0	true	uniform	0.0;494555730.7
ic_wt_Nuc__CCNA_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187u_		0.0	2408376.419	17.76993907	true	uniform	0.0;2408376.419
ic_wt_Cyt__CCNE_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187p_		0.0	3038851329.0	171438.0491	true	uniform	0.0;3038851329.0
ic_wt_Nuc__CCNE_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187u_		0.0	8394122.219	27347.64208	true	uniform	0.0;8394122.219
ic_wt_Nuc__CDKN1B_CCNE_A_Thr187p_		0.0	46250793226.0	5994921130.0	true	uniform	0.0;46250793226.0
ic_wt_Nuc__CCNA_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187p_		0.0	2329488005.0	12.7397651	true	uniform	0.0;2329488005.0
ic_wt_Nuc__CCNE_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187p_		0.0	7454379847.0	18.04074869	true	uniform	0.0;7454379847.0
oCCNA		0.0	0.305627054	0.208302803	true	laplace	0;1
oCCNB		0.0	0.534931031	0.31077954	true	laplace	0;1
oCCNE		0.0	0.625025635	0.415265382	true	laplace	0;1
oE2F		0.0	0.710586775	0.24407022	true	laplace	0;1
oRB1_pSer807Ser811		0.0	0.092359914	0.077836825	true	laplace	0;1
oSKP2		0.0	0.325469225	0.249109282	true	laplace	0;1
oCDKN1A		0.0	0.569668525	0.409236791	true	laplace	0;1
oCDKN1B		0.0	0.534762112	0.229182409	true	laplace	0;1
sCCNA		0.0	2e-10	6.56e-11	true	laplace	0;0.0000000002
sCCNB		0.0	2e-10	8.15e-12	true	laplace	0;0.0000000002
sCCNE		0.0	2e-10	2.05e-11	true	uniform	0.0;2e-10
sE2F		0.0	2e-10	1.17e-11	true	uniform	0.0;2e-10
sRB1_pSer807Ser811		0.0	2e-10	9.02e-12	true	uniform	0.0;2e-10
sSKP2		0.0	2e-10	2.19e-11	true	uniform	0.0;2e-10
sCDKN1A		0.0	2e-10	6.22e-12	true	uniform	0;0.0000000002
sCDKN1B		1.99e-12	1.99e-10	2e-10	true	uniform	0;0.0000000002
noiseParameter1		0.0	0.2	0.001627808	true	laplace	0; 0.001
noiseParameter2_cycA_nuc		0.166666667	1.5	0.29487787	true	uniform	0.166666667;1.5
noiseParameter2_cycB1_nuc		0.166666667	1.5	0.212210307	true	uniform	0.166666667;1.5
noiseParameter2_cycE_nuc		0.166666667	1.5	0.177955075	true	uniform	0.166666667;1.5
noiseParameter2_E2F1_nuc		0.166666667	1.5	0.28837414	true	uniform	0.166666667;1.5
noiseParameter2_pRB_nuc		0.166666667	1.5	0.221594515	true	uniform	0.166666667;1.5
noiseParameter2_Skp2_nuc		0.166666667	1.5	0.296500263	true	uniform	0.166666667;1.5
noiseParameter2_p21_nuc		0.166666667	1.5	0.409824698	true	uniform	0.166666667;1.5
noiseParameter2_p27_nuc		0.166666667	1.5	0.287313329	true	uniform	0.166666667;1.5
noiseParameter2_cycA_cyt		0.006172868	1.5	0.009893595	true	uniform	0.006172868;1.5
noiseParameter2_cycB1_cyt		0.055555667	1.5	0.106959034	true	uniform	0.055555667;1.5
noiseParameter2_cycE_cyt		0.018518567	1.5	0.048386095	true	uniform	0.018518567;1.5
noiseParameter2_E2F1_cyt		0.055555667	1.5	0.077572039	true	uniform	0.055555667;1.5
noiseParameter2_pRB_cyt		2.86e-06	0.002084234	0.001950222	true	uniform	2.86e-06;0.002084234
noiseParameter2_Skp2_cyt		0.018518567	1.5	0.023853949	true	uniform	0.018518567;1.5
noiseParameter2_p21_cyt		0.018518567	1.5	0.035103562	true	uniform	0.018518567;1.5
noiseParameter2_p27_cyt		0.006172868	1.5	0.014110668	true	uniform	0.006172868;1.5
